Start |2021-11-20-17:26:39.2644872-05:00
868,868,2021-11-20-17:26:39.2682905-05:00
1834,1591912,2021-11-20-17:26:39.2686964-05:00
145,230827240,2021-11-20-17:26:39.2687272-05:00
1695,391252171800,2021-11-20-17:26:39.2687379-05:00
1014,396729702205200,2021-11-20-17:26:39.2687452-05:00
283,∞,2021-11-20-17:26:39.2698959-05:00
875,∞,2021-11-20-17:26:39.2698983-05:00
1231,∞,2021-11-20-17:26:39.2699001-05:00
1676,∞,2021-11-20-17:26:39.2699018-05:00
621,∞,2021-11-20-17:26:39.2699035-05:00
1810,∞,2021-11-20-17:26:39.2699052-05:00
1041,∞,2021-11-20-17:26:39.2699069-05:00
1883,∞,2021-11-20-17:26:39.2699086-05:00
50,∞,2021-11-20-17:26:39.2699103-05:00
134,∞,2021-11-20-17:26:39.2699119-05:00
1374,∞,2021-11-20-17:26:39.2699135-05:00
694,∞,2021-11-20-17:26:39.2699152-05:00
1061,∞,2021-11-20-17:26:39.2699168-05:00
255,∞,2021-11-20-17:26:39.2699184-05:00
819,∞,2021-11-20-17:26:39.2699201-05:00
1760,∞,2021-11-20-17:26:39.2699217-05:00
1533,∞,2021-11-20-17:26:39.2699234-05:00
1141,∞,2021-11-20-17:26:39.2699250-05:00
1230,∞,2021-11-20-17:26:39.2699267-05:00
840,∞,2021-11-20-17:26:39.2699283-05:00
1046,∞,2021-11-20-17:26:39.2699397-05:00
1957,∞,2021-11-20-17:26:39.2699414-05:00
46,∞,2021-11-20-17:26:39.2699430-05:00
949,∞,2021-11-20-17:26:39.2699446-05:00
1099,∞,2021-11-20-17:26:39.2699462-05:00
551,∞,2021-11-20-17:26:39.2699477-05:00
844,∞,2021-11-20-17:26:39.2699493-05:00
285,∞,2021-11-20-17:26:39.2699509-05:00
338,∞,2021-11-20-17:26:39.2699525-05:00
1780,∞,2021-11-20-17:26:39.2699541-05:00
801,∞,2021-11-20-17:26:39.2699556-05:00
1277,∞,2021-11-20-17:26:39.2699591-05:00
738,∞,2021-11-20-17:26:39.2699612-05:00
1630,∞,2021-11-20-17:26:39.2699629-05:00
1104,∞,2021-11-20-17:26:39.2699691-05:00
339,∞,2021-11-20-17:26:39.2699714-05:00
1506,∞,2021-11-20-17:26:39.2699731-05:00
798,∞,2021-11-20-17:26:39.2699748-05:00
941,∞,2021-11-20-17:26:39.2699764-05:00
956,∞,2021-11-20-17:26:39.2699780-05:00
61,∞,2021-11-20-17:26:39.2699796-05:00
226,∞,2021-11-20-17:26:39.2699812-05:00
365,∞,2021-11-20-17:26:39.2699827-05:00
754,∞,2021-11-20-17:26:39.2699842-05:00
684,∞,2021-11-20-17:26:39.2699858-05:00
1228,∞,2021-11-20-17:26:39.2699874-05:00
396,∞,2021-11-20-17:26:39.2699889-05:00
957,∞,2021-11-20-17:26:39.2699904-05:00
836,∞,2021-11-20-17:26:39.2699920-05:00
925,∞,2021-11-20-17:26:39.2699935-05:00
1517,∞,2021-11-20-17:26:39.2699951-05:00
1907,∞,2021-11-20-17:26:39.2699966-05:00
422,∞,2021-11-20-17:26:39.2699982-05:00
1052,∞,2021-11-20-17:26:39.2699997-05:00
622,∞,2021-11-20-17:26:39.2700013-05:00
326,∞,2021-11-20-17:26:39.2700029-05:00
829,∞,2021-11-20-17:26:39.2700044-05:00
283,∞,2021-11-20-17:26:39.2700059-05:00
578,∞,2021-11-20-17:26:39.2700075-05:00
70,∞,2021-11-20-17:26:39.2700090-05:00
967,∞,2021-11-20-17:26:39.2700200-05:00
756,∞,2021-11-20-17:26:39.2700218-05:00
1546,∞,2021-11-20-17:26:39.2700233-05:00
270,∞,2021-11-20-17:26:39.2700248-05:00
1332,∞,2021-11-20-17:26:39.2700263-05:00
98,∞,2021-11-20-17:26:39.2700278-05:00
1956,∞,2021-11-20-17:26:39.2700293-05:00
1430,∞,2021-11-20-17:26:39.2700307-05:00
1150,∞,2021-11-20-17:26:39.2700327-05:00
480,∞,2021-11-20-17:26:39.2700343-05:00
255,∞,2021-11-20-17:26:39.2700358-05:00
735,∞,2021-11-20-17:26:39.2700373-05:00
201,∞,2021-11-20-17:26:39.2700388-05:00
275,∞,2021-11-20-17:26:39.2700403-05:00
780,∞,2021-11-20-17:26:39.2700418-05:00
820,∞,2021-11-20-17:26:39.2700432-05:00
1592,∞,2021-11-20-17:26:39.2700447-05:00
1292,∞,2021-11-20-17:26:39.2700462-05:00
266,∞,2021-11-20-17:26:39.2700477-05:00
1870,∞,2021-11-20-17:26:39.2700491-05:00
156,∞,2021-11-20-17:26:39.2700506-05:00
1887,∞,2021-11-20-17:26:39.2700588-05:00
1449,∞,2021-11-20-17:26:39.2700614-05:00
1412,∞,2021-11-20-17:26:39.2700633-05:00
263,∞,2021-11-20-17:26:39.2700650-05:00
894,∞,2021-11-20-17:26:39.2700666-05:00
856,∞,2021-11-20-17:26:39.2700682-05:00
1686,∞,2021-11-20-17:26:39.2700698-05:00
1009,∞,2021-11-20-17:26:39.2700713-05:00
779,∞,2021-11-20-17:26:39.2700729-05:00
1510,∞,2021-11-20-17:26:39.2700744-05:00
1223,∞,2021-11-20-17:26:39.2700759-05:00
220,∞,2021-11-20-17:26:39.2700834-05:00
871,∞,2021-11-20-17:26:39.2700857-05:00
1989,∞,2021-11-20-17:26:39.2700875-05:00
1304,∞,2021-11-20-17:26:39.2700892-05:00
680,∞,2021-11-20-17:26:39.2700908-05:00
96,∞,2021-11-20-17:26:39.2700923-05:00
1421,∞,2021-11-20-17:26:39.2700939-05:00
587,∞,2021-11-20-17:26:39.2700955-05:00
1272,∞,2021-11-20-17:26:39.2700970-05:00
966,∞,2021-11-20-17:26:39.2700986-05:00
1806,∞,2021-11-20-17:26:39.2701001-05:00
357,∞,2021-11-20-17:26:39.2701016-05:00
671,∞,2021-11-20-17:26:39.2701031-05:00
782,∞,2021-11-20-17:26:39.2701046-05:00
1706,∞,2021-11-20-17:26:39.2701061-05:00
147,∞,2021-11-20-17:26:39.2701077-05:00
273,∞,2021-11-20-17:26:39.2701092-05:00
1801,∞,2021-11-20-17:26:39.2701107-05:00
733,∞,2021-11-20-17:26:39.2701122-05:00
1537,∞,2021-11-20-17:26:39.2701137-05:00
18,∞,2021-11-20-17:26:39.2701152-05:00
707,∞,2021-11-20-17:26:39.2701168-05:00
1914,∞,2021-11-20-17:26:39.2701183-05:00
1080,∞,2021-11-20-17:26:39.2701198-05:00
1306,∞,2021-11-20-17:26:39.2701213-05:00
134,∞,2021-11-20-17:26:39.2701228-05:00
8,∞,2021-11-20-17:26:39.2701243-05:00
439,∞,2021-11-20-17:26:39.2701259-05:00
1242,∞,2021-11-20-17:26:39.2701275-05:00
271,∞,2021-11-20-17:26:39.2701290-05:00
422,∞,2021-11-20-17:26:39.2701305-05:00
372,∞,2021-11-20-17:26:39.2701320-05:00
970,∞,2021-11-20-17:26:39.2701336-05:00
1031,∞,2021-11-20-17:26:39.2701351-05:00
516,∞,2021-11-20-17:26:39.2701413-05:00
1329,∞,2021-11-20-17:26:39.2701436-05:00
285,∞,2021-11-20-17:26:39.2701452-05:00
1475,∞,2021-11-20-17:26:39.2701468-05:00
140,∞,2021-11-20-17:26:39.2701484-05:00
1497,∞,2021-11-20-17:26:39.2701500-05:00
1870,∞,2021-11-20-17:26:39.2701517-05:00
1678,∞,2021-11-20-17:26:39.2701532-05:00
599,∞,2021-11-20-17:26:39.2701547-05:00
1189,∞,2021-11-20-17:26:39.2701563-05:00
81,∞,2021-11-20-17:26:39.2701578-05:00
1093,∞,2021-11-20-17:26:39.2701593-05:00
741,∞,2021-11-20-17:26:39.2701608-05:00
1480,∞,2021-11-20-17:26:39.2701624-05:00
1187,∞,2021-11-20-17:26:39.2701639-05:00
709,∞,2021-11-20-17:26:39.2701654-05:00
1413,∞,2021-11-20-17:26:39.2701669-05:00
1207,∞,2021-11-20-17:26:39.2701684-05:00
46,∞,2021-11-20-17:26:39.2701700-05:00
1972,∞,2021-11-20-17:26:39.2701715-05:00
1205,∞,2021-11-20-17:26:39.2701730-05:00
1513,∞,2021-11-20-17:26:39.2701745-05:00
957,∞,2021-11-20-17:26:39.2701760-05:00
910,∞,2021-11-20-17:26:39.2701775-05:00
1997,∞,2021-11-20-17:26:39.2701791-05:00
546,∞,2021-11-20-17:26:39.2701806-05:00
88,∞,2021-11-20-17:26:39.2701821-05:00
982,∞,2021-11-20-17:26:39.2701836-05:00
1344,∞,2021-11-20-17:26:39.2701851-05:00
1001,∞,2021-11-20-17:26:39.2701866-05:00
545,∞,2021-11-20-17:26:39.2701881-05:00
1435,∞,2021-11-20-17:26:39.2701896-05:00
1386,∞,2021-11-20-17:26:39.2701911-05:00
1639,∞,2021-11-20-17:26:39.2701944-05:00
267,∞,2021-11-20-17:26:39.2702006-05:00
378,∞,2021-11-20-17:26:39.2702027-05:00
1861,∞,2021-11-20-17:26:39.2702045-05:00
797,∞,2021-11-20-17:26:39.2702061-05:00
1661,∞,2021-11-20-17:26:39.2702077-05:00
1236,∞,2021-11-20-17:26:39.2702093-05:00
1666,∞,2021-11-20-17:26:39.2702108-05:00
339,∞,2021-11-20-17:26:39.2702123-05:00
109,∞,2021-11-20-17:26:39.2702138-05:00
725,∞,2021-11-20-17:26:39.2702154-05:00
999,∞,2021-11-20-17:26:39.2702169-05:00
214,∞,2021-11-20-17:26:39.2702185-05:00
1393,∞,2021-11-20-17:26:39.2702200-05:00
528,∞,2021-11-20-17:26:39.2702216-05:00
1252,∞,2021-11-20-17:26:39.2702231-05:00
533,∞,2021-11-20-17:26:39.2702246-05:00
857,∞,2021-11-20-17:26:39.2702262-05:00
1214,∞,2021-11-20-17:26:39.2702277-05:00
326,∞,2021-11-20-17:26:39.2702292-05:00
997,∞,2021-11-20-17:26:39.2702307-05:00
1825,∞,2021-11-20-17:26:39.2702323-05:00
1003,∞,2021-11-20-17:26:39.2702338-05:00
373,∞,2021-11-20-17:26:39.2702353-05:00
1375,∞,2021-11-20-17:26:39.2702369-05:00
1477,∞,2021-11-20-17:26:39.2702384-05:00
1594,∞,2021-11-20-17:26:39.2702399-05:00
1409,∞,2021-11-20-17:26:39.2702415-05:00
889,∞,2021-11-20-17:26:39.2702430-05:00
335,∞,2021-11-20-17:26:39.2702445-05:00
1597,∞,2021-11-20-17:26:39.2702461-05:00
645,∞,2021-11-20-17:26:39.2702476-05:00
646,∞,2021-11-20-17:26:39.2702491-05:00
1706,∞,2021-11-20-17:26:39.2702506-05:00
1101,∞,2021-11-20-17:26:39.2702521-05:00
1213,∞,2021-11-20-17:26:39.2702582-05:00
810,∞,2021-11-20-17:26:39.2702605-05:00
847,∞,2021-11-20-17:26:39.2702623-05:00
617,∞,2021-11-20-17:26:39.2702639-05:00
1546,∞,2021-11-20-17:26:39.2702655-05:00
809,∞,2021-11-20-17:26:39.2702671-05:00
306,∞,2021-11-20-17:26:39.2702686-05:00
867,∞,2021-11-20-17:26:39.2702702-05:00
1404,∞,2021-11-20-17:26:39.2702718-05:00
232,∞,2021-11-20-17:26:39.2702733-05:00
1910,∞,2021-11-20-17:26:39.2702748-05:00
1783,∞,2021-11-20-17:26:39.2702763-05:00
1153,∞,2021-11-20-17:26:39.2702778-05:00
1560,∞,2021-11-20-17:26:39.2702793-05:00
1730,∞,2021-11-20-17:26:39.2702829-05:00
812,∞,2021-11-20-17:26:39.2702853-05:00
145,∞,2021-11-20-17:26:39.2702870-05:00
1331,∞,2021-11-20-17:26:39.2702886-05:00
1109,∞,2021-11-20-17:26:39.2702903-05:00
390,∞,2021-11-20-17:26:39.2702919-05:00
1813,∞,2021-11-20-17:26:39.2702936-05:00
1264,∞,2021-11-20-17:26:39.2702952-05:00
5,∞,2021-11-20-17:26:39.2703055-05:00
487,∞,2021-11-20-17:26:39.2703082-05:00
1319,∞,2021-11-20-17:26:39.2703098-05:00
68,∞,2021-11-20-17:26:39.2703115-05:00
1827,∞,2021-11-20-17:26:39.2703131-05:00
778,∞,2021-11-20-17:26:39.2703147-05:00
5,∞,2021-11-20-17:26:39.2703164-05:00
511,∞,2021-11-20-17:26:39.2703180-05:00
80,∞,2021-11-20-17:26:39.2703197-05:00
354,∞,2021-11-20-17:26:39.2703213-05:00
508,∞,2021-11-20-17:26:39.2703230-05:00
292,∞,2021-11-20-17:26:39.2703246-05:00
1314,∞,2021-11-20-17:26:39.2703325-05:00
442,∞,2021-11-20-17:26:39.2703349-05:00
1686,∞,2021-11-20-17:26:39.2703367-05:00
241,∞,2021-11-20-17:26:39.2703386-05:00
1667,∞,2021-11-20-17:26:39.2703402-05:00
1516,∞,2021-11-20-17:26:39.2703418-05:00
691,∞,2021-11-20-17:26:39.2703434-05:00
959,∞,2021-11-20-17:26:39.2703544-05:00
1598,∞,2021-11-20-17:26:39.2703562-05:00
141,∞,2021-11-20-17:26:39.2703577-05:00
1465,∞,2021-11-20-17:26:39.2703593-05:00
1693,∞,2021-11-20-17:26:39.2703608-05:00
441,∞,2021-11-20-17:26:39.2703623-05:00
1848,∞,2021-11-20-17:26:39.2703638-05:00
1158,∞,2021-11-20-17:26:39.2703653-05:00
1522,∞,2021-11-20-17:26:39.2703668-05:00
1453,∞,2021-11-20-17:26:39.2703683-05:00
1314,∞,2021-11-20-17:26:39.2703698-05:00
1536,∞,2021-11-20-17:26:39.2703713-05:00
1317,∞,2021-11-20-17:26:39.2703729-05:00
1288,∞,2021-11-20-17:26:39.2703744-05:00
1948,∞,2021-11-20-17:26:39.2703759-05:00
805,∞,2021-11-20-17:26:39.2703865-05:00
361,∞,2021-11-20-17:26:39.2703886-05:00
1297,∞,2021-11-20-17:26:39.2703901-05:00
1478,∞,2021-11-20-17:26:39.2703917-05:00
982,∞,2021-11-20-17:26:39.2703932-05:00
1528,∞,2021-11-20-17:26:39.2703948-05:00
862,∞,2021-11-20-17:26:39.2703963-05:00
893,∞,2021-11-20-17:26:39.2703978-05:00
152,∞,2021-11-20-17:26:39.2703994-05:00
1557,∞,2021-11-20-17:26:39.2704009-05:00
1276,∞,2021-11-20-17:26:39.2704025-05:00
862,∞,2021-11-20-17:26:39.2704040-05:00
246,∞,2021-11-20-17:26:39.2704083-05:00
1288,∞,2021-11-20-17:26:39.2704106-05:00
1125,∞,2021-11-20-17:26:39.2704124-05:00
1904,∞,2021-11-20-17:26:39.2704141-05:00
1663,∞,2021-11-20-17:26:39.2704158-05:00
1592,∞,2021-11-20-17:26:39.2704175-05:00
1698,∞,2021-11-20-17:26:39.2704192-05:00
855,∞,2021-11-20-17:26:39.2704209-05:00
1666,∞,2021-11-20-17:26:39.2704321-05:00
1863,∞,2021-11-20-17:26:39.2704341-05:00
1021,∞,2021-11-20-17:26:39.2704453-05:00
1625,∞,2021-11-20-17:26:39.2704471-05:00
1626,∞,2021-11-20-17:26:39.2704486-05:00
1979,∞,2021-11-20-17:26:39.2704502-05:00
1620,∞,2021-11-20-17:26:39.2704517-05:00
482,∞,2021-11-20-17:26:39.2704533-05:00
1058,∞,2021-11-20-17:26:39.2704548-05:00
766,∞,2021-11-20-17:26:39.2704565-05:00
817,∞,2021-11-20-17:26:39.2704580-05:00
1191,∞,2021-11-20-17:26:39.2704596-05:00
1003,∞,2021-11-20-17:26:39.2704611-05:00
1366,∞,2021-11-20-17:26:39.2704626-05:00
1637,∞,2021-11-20-17:26:39.2704642-05:00
1326,∞,2021-11-20-17:26:39.2704743-05:00
943,∞,2021-11-20-17:26:39.2704770-05:00
190,∞,2021-11-20-17:26:39.2704789-05:00
535,∞,2021-11-20-17:26:39.2704807-05:00
1163,∞,2021-11-20-17:26:39.2704843-05:00
98,∞,2021-11-20-17:26:39.2704865-05:00
705,∞,2021-11-20-17:26:39.2704883-05:00
1989,∞,2021-11-20-17:26:39.2704900-05:00
1907,∞,2021-11-20-17:26:39.2704916-05:00
418,∞,2021-11-20-17:26:39.2704931-05:00
1579,∞,2021-11-20-17:26:39.2704948-05:00
1602,∞,2021-11-20-17:26:39.2704964-05:00
1870,∞,2021-11-20-17:26:39.2704980-05:00
398,∞,2021-11-20-17:26:39.2704996-05:00
1549,∞,2021-11-20-17:26:39.2705011-05:00
1651,∞,2021-11-20-17:26:39.2705027-05:00
1943,∞,2021-11-20-17:26:39.2705043-05:00
1618,∞,2021-11-20-17:26:39.2705058-05:00
434,∞,2021-11-20-17:26:39.2705075-05:00
283,∞,2021-11-20-17:26:39.2705091-05:00
941,∞,2021-11-20-17:26:39.2705107-05:00
1339,∞,2021-11-20-17:26:39.2705122-05:00
1671,∞,2021-11-20-17:26:39.2705138-05:00
1852,∞,2021-11-20-17:26:39.2705154-05:00
1002,∞,2021-11-20-17:26:39.2705169-05:00
1908,∞,2021-11-20-17:26:39.2705185-05:00
380,∞,2021-11-20-17:26:39.2705200-05:00
1835,∞,2021-11-20-17:26:39.2705216-05:00
1386,∞,2021-11-20-17:26:39.2705232-05:00
740,∞,2021-11-20-17:26:39.2705248-05:00
85,∞,2021-11-20-17:26:39.2705263-05:00
1858,∞,2021-11-20-17:26:39.2705279-05:00
880,∞,2021-11-20-17:26:39.2705295-05:00
1651,∞,2021-11-20-17:26:39.2705310-05:00
1799,∞,2021-11-20-17:26:39.2705370-05:00
961,∞,2021-11-20-17:26:39.2705394-05:00
1474,∞,2021-11-20-17:26:39.2705411-05:00
1057,∞,2021-11-20-17:26:39.2705428-05:00
536,∞,2021-11-20-17:26:39.2705444-05:00
757,∞,2021-11-20-17:26:39.2705461-05:00
961,∞,2021-11-20-17:26:39.2705477-05:00
1874,∞,2021-11-20-17:26:39.2705494-05:00
1113,∞,2021-11-20-17:26:39.2705510-05:00
1208,∞,2021-11-20-17:26:39.2705526-05:00
48,∞,2021-11-20-17:26:39.2705542-05:00
377,∞,2021-11-20-17:26:39.2705558-05:00
1749,∞,2021-11-20-17:26:39.2705573-05:00
85,∞,2021-11-20-17:26:39.2705589-05:00
1509,∞,2021-11-20-17:26:39.2705605-05:00
1114,∞,2021-11-20-17:26:39.2705620-05:00
873,∞,2021-11-20-17:26:39.2705636-05:00
1573,∞,2021-11-20-17:26:39.2705652-05:00
570,∞,2021-11-20-17:26:39.2705667-05:00
1083,∞,2021-11-20-17:26:39.2705701-05:00
696,∞,2021-11-20-17:26:39.2705722-05:00
1986,∞,2021-11-20-17:26:39.2705739-05:00
1271,∞,2021-11-20-17:26:39.2705756-05:00
337,∞,2021-11-20-17:26:39.2705773-05:00
1533,∞,2021-11-20-17:26:39.2705788-05:00
1255,∞,2021-11-20-17:26:39.2705804-05:00
1717,∞,2021-11-20-17:26:39.2705820-05:00
869,∞,2021-11-20-17:26:39.2705836-05:00
604,∞,2021-11-20-17:26:39.2705852-05:00
1168,∞,2021-11-20-17:26:39.2705868-05:00
333,∞,2021-11-20-17:26:39.2705884-05:00
1721,∞,2021-11-20-17:26:39.2705900-05:00
722,∞,2021-11-20-17:26:39.2705916-05:00
220,∞,2021-11-20-17:26:39.2705932-05:00
598,∞,2021-11-20-17:26:39.2705994-05:00
588,∞,2021-11-20-17:26:39.2706016-05:00
178,∞,2021-11-20-17:26:39.2706034-05:00
886,∞,2021-11-20-17:26:39.2706051-05:00
1083,∞,2021-11-20-17:26:39.2706067-05:00
1676,∞,2021-11-20-17:26:39.2706083-05:00
1321,∞,2021-11-20-17:26:39.2706099-05:00
1067,∞,2021-11-20-17:26:39.2706115-05:00
226,∞,2021-11-20-17:26:39.2706131-05:00
464,∞,2021-11-20-17:26:39.2706147-05:00
1805,∞,2021-11-20-17:26:39.2706162-05:00
626,∞,2021-11-20-17:26:39.2706178-05:00
159,∞,2021-11-20-17:26:39.2706194-05:00
295,∞,2021-11-20-17:26:39.2706209-05:00
327,∞,2021-11-20-17:26:39.2706225-05:00
272,∞,2021-11-20-17:26:39.2706241-05:00
1866,∞,2021-11-20-17:26:39.2706256-05:00
512,∞,2021-11-20-17:26:39.2706272-05:00
1288,∞,2021-11-20-17:26:39.2706287-05:00
1796,∞,2021-11-20-17:26:39.2706303-05:00
955,∞,2021-11-20-17:26:39.2706319-05:00
1812,∞,2021-11-20-17:26:39.2706334-05:00
1690,∞,2021-11-20-17:26:39.2706350-05:00
1137,∞,2021-11-20-17:26:39.2706365-05:00
1524,∞,2021-11-20-17:26:39.2706381-05:00
1281,∞,2021-11-20-17:26:39.2706396-05:00
1040,∞,2021-11-20-17:26:39.2706412-05:00
92,∞,2021-11-20-17:26:39.2706427-05:00
1271,∞,2021-11-20-17:26:39.2706443-05:00
1945,∞,2021-11-20-17:26:39.2706458-05:00
875,∞,2021-11-20-17:26:39.2706474-05:00
326,∞,2021-11-20-17:26:39.2706489-05:00
1654,∞,2021-11-20-17:26:39.2706505-05:00
1530,∞,2021-11-20-17:26:39.2706521-05:00
1487,∞,2021-11-20-17:26:39.2706586-05:00
921,∞,2021-11-20-17:26:39.2706625-05:00
937,∞,2021-11-20-17:26:39.2706647-05:00
1987,∞,2021-11-20-17:26:39.2706664-05:00
490,∞,2021-11-20-17:26:39.2706681-05:00
894,∞,2021-11-20-17:26:39.2706698-05:00
1761,∞,2021-11-20-17:26:39.2706715-05:00
1628,∞,2021-11-20-17:26:39.2706732-05:00
1761,∞,2021-11-20-17:26:39.2706749-05:00
808,∞,2021-11-20-17:26:39.2706766-05:00
532,∞,2021-11-20-17:26:39.2706783-05:00
908,∞,2021-11-20-17:26:39.2706800-05:00
1096,∞,2021-11-20-17:26:39.2706817-05:00
1422,∞,2021-11-20-17:26:39.2706833-05:00
543,∞,2021-11-20-17:26:39.2706850-05:00
332,∞,2021-11-20-17:26:39.2706867-05:00
1301,∞,2021-11-20-17:26:39.2706884-05:00
1821,∞,2021-11-20-17:26:39.2706901-05:00
433,∞,2021-11-20-17:26:39.2706918-05:00
926,∞,2021-11-20-17:26:39.2706935-05:00
1264,∞,2021-11-20-17:26:39.2706955-05:00
785,∞,2021-11-20-17:26:39.2706972-05:00
898,∞,2021-11-20-17:26:39.2706989-05:00
1041,∞,2021-11-20-17:26:39.2707006-05:00
1362,∞,2021-11-20-17:26:39.2707022-05:00
1802,∞,2021-11-20-17:26:39.2707039-05:00
637,∞,2021-11-20-17:26:39.2707056-05:00
1230,∞,2021-11-20-17:26:39.2707073-05:00
1796,∞,2021-11-20-17:26:39.2707089-05:00
280,∞,2021-11-20-17:26:39.2707106-05:00
1588,∞,2021-11-20-17:26:39.2707123-05:00
1479,∞,2021-11-20-17:26:39.2707140-05:00
971,∞,2021-11-20-17:26:39.2707157-05:00
628,∞,2021-11-20-17:26:39.2707174-05:00
808,∞,2021-11-20-17:26:39.2707234-05:00
1406,∞,2021-11-20-17:26:39.2707256-05:00
1334,∞,2021-11-20-17:26:39.2707275-05:00
1879,∞,2021-11-20-17:26:39.2707292-05:00
22,∞,2021-11-20-17:26:39.2707308-05:00
395,∞,2021-11-20-17:26:39.2707324-05:00
35,∞,2021-11-20-17:26:39.2707340-05:00
1326,∞,2021-11-20-17:26:39.2707356-05:00
52,∞,2021-11-20-17:26:39.2707372-05:00
882,∞,2021-11-20-17:26:39.2707388-05:00
605,∞,2021-11-20-17:26:39.2707404-05:00
617,∞,2021-11-20-17:26:39.2707419-05:00
185,∞,2021-11-20-17:26:39.2707435-05:00
1617,∞,2021-11-20-17:26:39.2707451-05:00
1549,∞,2021-11-20-17:26:39.2707467-05:00
939,∞,2021-11-20-17:26:39.2707483-05:00
645,∞,2021-11-20-17:26:39.2707498-05:00
1054,∞,2021-11-20-17:26:39.2707514-05:00
1893,∞,2021-11-20-17:26:39.2707530-05:00
729,∞,2021-11-20-17:26:39.2707545-05:00
267,∞,2021-11-20-17:26:39.2707561-05:00
702,∞,2021-11-20-17:26:39.2707576-05:00
24,∞,2021-11-20-17:26:39.2707591-05:00
1896,∞,2021-11-20-17:26:39.2707606-05:00
625,∞,2021-11-20-17:26:39.2707622-05:00
688,∞,2021-11-20-17:26:39.2707637-05:00
257,∞,2021-11-20-17:26:39.2707652-05:00
532,∞,2021-11-20-17:26:39.2707668-05:00
1832,∞,2021-11-20-17:26:39.2707683-05:00
1481,∞,2021-11-20-17:26:39.2707698-05:00
1219,∞,2021-11-20-17:26:39.2707714-05:00
1053,∞,2021-11-20-17:26:39.2707729-05:00
1936,∞,2021-11-20-17:26:39.2707744-05:00
469,∞,2021-11-20-17:26:39.2707760-05:00
615,∞,2021-11-20-17:26:39.2707820-05:00
1137,∞,2021-11-20-17:26:39.2707842-05:00
998,∞,2021-11-20-17:26:39.2707861-05:00
1421,∞,2021-11-20-17:26:39.2707878-05:00
1799,∞,2021-11-20-17:26:39.2707894-05:00
39,∞,2021-11-20-17:26:39.2707910-05:00
891,∞,2021-11-20-17:26:39.2707926-05:00
1937,∞,2021-11-20-17:26:39.2707941-05:00
734,∞,2021-11-20-17:26:39.2707957-05:00
16,∞,2021-11-20-17:26:39.2707973-05:00
436,∞,2021-11-20-17:26:39.2707989-05:00
745,∞,2021-11-20-17:26:39.2708004-05:00
1617,∞,2021-11-20-17:26:39.2708020-05:00
1020,∞,2021-11-20-17:26:39.2708036-05:00
1680,∞,2021-11-20-17:26:39.2708052-05:00
858,∞,2021-11-20-17:26:39.2708068-05:00
1635,∞,2021-11-20-17:26:39.2708083-05:00
535,∞,2021-11-20-17:26:39.2708099-05:00
1586,∞,2021-11-20-17:26:39.2708115-05:00
242,∞,2021-11-20-17:26:39.2708130-05:00
362,∞,2021-11-20-17:26:39.2708146-05:00
106,∞,2021-11-20-17:26:39.2708162-05:00
1383,∞,2021-11-20-17:26:39.2708177-05:00
1438,∞,2021-11-20-17:26:39.2708277-05:00
1254,∞,2021-11-20-17:26:39.2708305-05:00
1334,∞,2021-11-20-17:26:39.2708323-05:00
138,∞,2021-11-20-17:26:39.2708340-05:00
1503,∞,2021-11-20-17:26:39.2708356-05:00
1494,∞,2021-11-20-17:26:39.2708372-05:00
570,∞,2021-11-20-17:26:39.2708388-05:00
1663,∞,2021-11-20-17:26:39.2708404-05:00
1551,∞,2021-11-20-17:26:39.2708419-05:00
681,∞,2021-11-20-17:26:39.2708435-05:00
1716,∞,2021-11-20-17:26:39.2708451-05:00
1002,∞,2021-11-20-17:26:39.2708467-05:00
413,∞,2021-11-20-17:26:39.2708482-05:00
1941,∞,2021-11-20-17:26:39.2708498-05:00
1223,∞,2021-11-20-17:26:39.2708513-05:00
1254,∞,2021-11-20-17:26:39.2708529-05:00
1854,∞,2021-11-20-17:26:39.2708545-05:00
1838,∞,2021-11-20-17:26:39.2708560-05:00
329,∞,2021-11-20-17:26:39.2708576-05:00
1968,∞,2021-11-20-17:26:39.2708591-05:00
8,∞,2021-11-20-17:26:39.2708607-05:00
1460,∞,2021-11-20-17:26:39.2708622-05:00
1880,∞,2021-11-20-17:26:39.2708638-05:00
1071,∞,2021-11-20-17:26:39.2708653-05:00
1237,∞,2021-11-20-17:26:39.2708669-05:00
852,∞,2021-11-20-17:26:39.2708685-05:00
974,∞,2021-11-20-17:26:39.2708701-05:00
1846,∞,2021-11-20-17:26:39.2708716-05:00
684,∞,2021-11-20-17:26:39.2708732-05:00
1467,∞,2021-11-20-17:26:39.2708748-05:00
1694,∞,2021-11-20-17:26:39.2708763-05:00
108,∞,2021-11-20-17:26:39.2708779-05:00
509,∞,2021-11-20-17:26:39.2708794-05:00
1753,∞,2021-11-20-17:26:39.2708810-05:00
1559,∞,2021-11-20-17:26:39.2708870-05:00
168,∞,2021-11-20-17:26:39.2708894-05:00
466,∞,2021-11-20-17:26:39.2708911-05:00
1901,∞,2021-11-20-17:26:39.2708928-05:00
1387,∞,2021-11-20-17:26:39.2708945-05:00
444,∞,2021-11-20-17:26:39.2708961-05:00
164,∞,2021-11-20-17:26:39.2708995-05:00
352,∞,2021-11-20-17:26:39.2709017-05:00
885,∞,2021-11-20-17:26:39.2709035-05:00
65,∞,2021-11-20-17:26:39.2709052-05:00
