Start |2021-11-20-17:27:50.5038145-05:00
1978,1978,2021-11-20-17:27:50.5073716-05:00
875,1730750,2021-11-20-17:27:50.5075973-05:00
1180,2042285000,2021-11-20-17:27:50.5076147-05:00
1599,3265613715000,2021-11-20-17:27:50.5076187-05:00
1780,5812792412700000,2021-11-20-17:27:50.5076212-05:00
377,∞,2021-11-20-17:27:50.5086084-05:00
814,∞,2021-11-20-17:27:50.5086100-05:00
1418,∞,2021-11-20-17:27:50.5086160-05:00
134,∞,2021-11-20-17:27:50.5086182-05:00
603,∞,2021-11-20-17:27:50.5086199-05:00
77,∞,2021-11-20-17:27:50.5086216-05:00
633,∞,2021-11-20-17:27:50.5086233-05:00
913,∞,2021-11-20-17:27:50.5086249-05:00
1852,∞,2021-11-20-17:27:50.5086265-05:00
1769,∞,2021-11-20-17:27:50.5086281-05:00
1799,∞,2021-11-20-17:27:50.5086296-05:00
1896,∞,2021-11-20-17:27:50.5086312-05:00
1400,∞,2021-11-20-17:27:50.5086327-05:00
1190,∞,2021-11-20-17:27:50.5086343-05:00
897,∞,2021-11-20-17:27:50.5086358-05:00
1558,∞,2021-11-20-17:27:50.5086374-05:00
312,∞,2021-11-20-17:27:50.5086389-05:00
108,∞,2021-11-20-17:27:50.5086405-05:00
296,∞,2021-11-20-17:27:50.5086420-05:00
654,∞,2021-11-20-17:27:50.5086436-05:00
1968,∞,2021-11-20-17:27:50.5086451-05:00
774,∞,2021-11-20-17:27:50.5086466-05:00
1431,∞,2021-11-20-17:27:50.5086482-05:00
1445,∞,2021-11-20-17:27:50.5086497-05:00
1281,∞,2021-11-20-17:27:50.5086513-05:00
935,∞,2021-11-20-17:27:50.5086529-05:00
156,∞,2021-11-20-17:27:50.5086544-05:00
970,∞,2021-11-20-17:27:50.5086559-05:00
550,∞,2021-11-20-17:27:50.5086593-05:00
1256,∞,2021-11-20-17:27:50.5086614-05:00
589,∞,2021-11-20-17:27:50.5086630-05:00
1596,∞,2021-11-20-17:27:50.5086646-05:00
704,∞,2021-11-20-17:27:50.5086661-05:00
800,∞,2021-11-20-17:27:50.5086677-05:00
1506,∞,2021-11-20-17:27:50.5086692-05:00
721,∞,2021-11-20-17:27:50.5086708-05:00
1732,∞,2021-11-20-17:27:50.5086768-05:00
954,∞,2021-11-20-17:27:50.5086790-05:00
907,∞,2021-11-20-17:27:50.5086807-05:00
1979,∞,2021-11-20-17:27:50.5086823-05:00
676,∞,2021-11-20-17:27:50.5086839-05:00
181,∞,2021-11-20-17:27:50.5086854-05:00
648,∞,2021-11-20-17:27:50.5086870-05:00
498,∞,2021-11-20-17:27:50.5086886-05:00
890,∞,2021-11-20-17:27:50.5086901-05:00
49,∞,2021-11-20-17:27:50.5086917-05:00
1346,∞,2021-11-20-17:27:50.5086932-05:00
1841,∞,2021-11-20-17:27:50.5086948-05:00
389,∞,2021-11-20-17:27:50.5086963-05:00
214,∞,2021-11-20-17:27:50.5086979-05:00
1266,∞,2021-11-20-17:27:50.5086994-05:00
502,∞,2021-11-20-17:27:50.5087010-05:00
1917,∞,2021-11-20-17:27:50.5087026-05:00
303,∞,2021-11-20-17:27:50.5087041-05:00
1340,∞,2021-11-20-17:27:50.5087057-05:00
1603,∞,2021-11-20-17:27:50.5087073-05:00
1383,∞,2021-11-20-17:27:50.5087088-05:00
1972,∞,2021-11-20-17:27:50.5087104-05:00
852,∞,2021-11-20-17:27:50.5087119-05:00
1667,∞,2021-11-20-17:27:50.5087135-05:00
1920,∞,2021-11-20-17:27:50.5087151-05:00
1662,∞,2021-11-20-17:27:50.5087166-05:00
363,∞,2021-11-20-17:27:50.5087182-05:00
597,∞,2021-11-20-17:27:50.5087197-05:00
1180,∞,2021-11-20-17:27:50.5087213-05:00
204,∞,2021-11-20-17:27:50.5087229-05:00
1193,∞,2021-11-20-17:27:50.5087244-05:00
600,∞,2021-11-20-17:27:50.5087260-05:00
1683,∞,2021-11-20-17:27:50.5087276-05:00
177,∞,2021-11-20-17:27:50.5087292-05:00
1826,∞,2021-11-20-17:27:50.5087311-05:00
1357,∞,2021-11-20-17:27:50.5087327-05:00
1200,∞,2021-11-20-17:27:50.5087344-05:00
317,∞,2021-11-20-17:27:50.5087360-05:00
1978,∞,2021-11-20-17:27:50.5087376-05:00
1787,∞,2021-11-20-17:27:50.5087391-05:00
126,∞,2021-11-20-17:27:50.5087407-05:00
934,∞,2021-11-20-17:27:50.5087422-05:00
556,∞,2021-11-20-17:27:50.5087438-05:00
1233,∞,2021-11-20-17:27:50.5087454-05:00
1589,∞,2021-11-20-17:27:50.5087469-05:00
315,∞,2021-11-20-17:27:50.5087484-05:00
582,∞,2021-11-20-17:27:50.5087568-05:00
337,∞,2021-11-20-17:27:50.5087591-05:00
1990,∞,2021-11-20-17:27:50.5087610-05:00
87,∞,2021-11-20-17:27:50.5087626-05:00
1678,∞,2021-11-20-17:27:50.5087642-05:00
401,∞,2021-11-20-17:27:50.5087658-05:00
1460,∞,2021-11-20-17:27:50.5087673-05:00
1903,∞,2021-11-20-17:27:50.5087689-05:00
1338,∞,2021-11-20-17:27:50.5087704-05:00
1759,∞,2021-11-20-17:27:50.5087720-05:00
103,∞,2021-11-20-17:27:50.5087735-05:00
1240,∞,2021-11-20-17:27:50.5087817-05:00
59,∞,2021-11-20-17:27:50.5087841-05:00
1013,∞,2021-11-20-17:27:50.5087858-05:00
1818,∞,2021-11-20-17:27:50.5087875-05:00
52,∞,2021-11-20-17:27:50.5087892-05:00
1317,∞,2021-11-20-17:27:50.5087907-05:00
686,∞,2021-11-20-17:27:50.5087923-05:00
856,∞,2021-11-20-17:27:50.5087939-05:00
747,∞,2021-11-20-17:27:50.5087954-05:00
158,∞,2021-11-20-17:27:50.5087970-05:00
213,∞,2021-11-20-17:27:50.5087986-05:00
388,∞,2021-11-20-17:27:50.5088002-05:00
1908,∞,2021-11-20-17:27:50.5088017-05:00
1302,∞,2021-11-20-17:27:50.5088033-05:00
1601,∞,2021-11-20-17:27:50.5088049-05:00
325,∞,2021-11-20-17:27:50.5088064-05:00
1552,∞,2021-11-20-17:27:50.5088080-05:00
1477,∞,2021-11-20-17:27:50.5088095-05:00
450,∞,2021-11-20-17:27:50.5088111-05:00
1417,∞,2021-11-20-17:27:50.5088126-05:00
1618,∞,2021-11-20-17:27:50.5088141-05:00
79,∞,2021-11-20-17:27:50.5088156-05:00
1606,∞,2021-11-20-17:27:50.5088172-05:00
1081,∞,2021-11-20-17:27:50.5088187-05:00
27,∞,2021-11-20-17:27:50.5088202-05:00
607,∞,2021-11-20-17:27:50.5088218-05:00
1093,∞,2021-11-20-17:27:50.5088233-05:00
525,∞,2021-11-20-17:27:50.5088248-05:00
792,∞,2021-11-20-17:27:50.5088264-05:00
1140,∞,2021-11-20-17:27:50.5088279-05:00
1779,∞,2021-11-20-17:27:50.5088294-05:00
838,∞,2021-11-20-17:27:50.5088309-05:00
68,∞,2021-11-20-17:27:50.5088325-05:00
1255,∞,2021-11-20-17:27:50.5088340-05:00
1959,∞,2021-11-20-17:27:50.5088403-05:00
259,∞,2021-11-20-17:27:50.5088425-05:00
965,∞,2021-11-20-17:27:50.5088442-05:00
1969,∞,2021-11-20-17:27:50.5088459-05:00
75,∞,2021-11-20-17:27:50.5088474-05:00
1616,∞,2021-11-20-17:27:50.5088490-05:00
1869,∞,2021-11-20-17:27:50.5088506-05:00
378,∞,2021-11-20-17:27:50.5088522-05:00
843,∞,2021-11-20-17:27:50.5088538-05:00
157,∞,2021-11-20-17:27:50.5088554-05:00
369,∞,2021-11-20-17:27:50.5088569-05:00
1949,∞,2021-11-20-17:27:50.5088585-05:00
82,∞,2021-11-20-17:27:50.5088600-05:00
785,∞,2021-11-20-17:27:50.5088615-05:00
78,∞,2021-11-20-17:27:50.5088631-05:00
77,∞,2021-11-20-17:27:50.5088646-05:00
1907,∞,2021-11-20-17:27:50.5088661-05:00
427,∞,2021-11-20-17:27:50.5088677-05:00
889,∞,2021-11-20-17:27:50.5088692-05:00
342,∞,2021-11-20-17:27:50.5088708-05:00
484,∞,2021-11-20-17:27:50.5088723-05:00
1162,∞,2021-11-20-17:27:50.5088738-05:00
452,∞,2021-11-20-17:27:50.5088753-05:00
1932,∞,2021-11-20-17:27:50.5088769-05:00
1792,∞,2021-11-20-17:27:50.5088784-05:00
1445,∞,2021-11-20-17:27:50.5088799-05:00
224,∞,2021-11-20-17:27:50.5088814-05:00
161,∞,2021-11-20-17:27:50.5088829-05:00
64,∞,2021-11-20-17:27:50.5088844-05:00
1606,∞,2021-11-20-17:27:50.5088859-05:00
379,∞,2021-11-20-17:27:50.5088874-05:00
1374,∞,2021-11-20-17:27:50.5088906-05:00
320,∞,2021-11-20-17:27:50.5088927-05:00
653,∞,2021-11-20-17:27:50.5088943-05:00
1342,∞,2021-11-20-17:27:50.5089004-05:00
1342,∞,2021-11-20-17:27:50.5089026-05:00
1359,∞,2021-11-20-17:27:50.5089043-05:00
1583,∞,2021-11-20-17:27:50.5089059-05:00
1402,∞,2021-11-20-17:27:50.5089075-05:00
833,∞,2021-11-20-17:27:50.5089091-05:00
1547,∞,2021-11-20-17:27:50.5089106-05:00
1241,∞,2021-11-20-17:27:50.5089121-05:00
1235,∞,2021-11-20-17:27:50.5089137-05:00
1450,∞,2021-11-20-17:27:50.5089152-05:00
712,∞,2021-11-20-17:27:50.5089168-05:00
77,∞,2021-11-20-17:27:50.5089183-05:00
525,∞,2021-11-20-17:27:50.5089199-05:00
309,∞,2021-11-20-17:27:50.5089214-05:00
447,∞,2021-11-20-17:27:50.5089229-05:00
716,∞,2021-11-20-17:27:50.5089244-05:00
1233,∞,2021-11-20-17:27:50.5089259-05:00
1353,∞,2021-11-20-17:27:50.5089275-05:00
1949,∞,2021-11-20-17:27:50.5089290-05:00
1725,∞,2021-11-20-17:27:50.5089305-05:00
772,∞,2021-11-20-17:27:50.5089320-05:00
798,∞,2021-11-20-17:27:50.5089335-05:00
1806,∞,2021-11-20-17:27:50.5089350-05:00
1033,∞,2021-11-20-17:27:50.5089366-05:00
178,∞,2021-11-20-17:27:50.5089381-05:00
630,∞,2021-11-20-17:27:50.5089396-05:00
1393,∞,2021-11-20-17:27:50.5089411-05:00
1709,∞,2021-11-20-17:27:50.5089426-05:00
314,∞,2021-11-20-17:27:50.5089440-05:00
1236,∞,2021-11-20-17:27:50.5089455-05:00
1778,∞,2021-11-20-17:27:50.5089470-05:00
995,∞,2021-11-20-17:27:50.5089485-05:00
1629,∞,2021-11-20-17:27:50.5089500-05:00
1428,∞,2021-11-20-17:27:50.5089516-05:00
1442,∞,2021-11-20-17:27:50.5089576-05:00
736,∞,2021-11-20-17:27:50.5089598-05:00
718,∞,2021-11-20-17:27:50.5089615-05:00
324,∞,2021-11-20-17:27:50.5089631-05:00
1024,∞,2021-11-20-17:27:50.5089647-05:00
57,∞,2021-11-20-17:27:50.5089663-05:00
795,∞,2021-11-20-17:27:50.5089678-05:00
1242,∞,2021-11-20-17:27:50.5089693-05:00
1926,∞,2021-11-20-17:27:50.5089708-05:00
1002,∞,2021-11-20-17:27:50.5089723-05:00
1220,∞,2021-11-20-17:27:50.5089738-05:00
1715,∞,2021-11-20-17:27:50.5089753-05:00
920,∞,2021-11-20-17:27:50.5089786-05:00
1915,∞,2021-11-20-17:27:50.5089806-05:00
1713,∞,2021-11-20-17:27:50.5089823-05:00
1348,∞,2021-11-20-17:27:50.5089838-05:00
374,∞,2021-11-20-17:27:50.5089854-05:00
1025,∞,2021-11-20-17:27:50.5089869-05:00
1424,∞,2021-11-20-17:27:50.5089885-05:00
595,∞,2021-11-20-17:27:50.5089900-05:00
1881,∞,2021-11-20-17:27:50.5089916-05:00
544,∞,2021-11-20-17:27:50.5089931-05:00
1536,∞,2021-11-20-17:27:50.5089946-05:00
326,∞,2021-11-20-17:27:50.5089962-05:00
1405,∞,2021-11-20-17:27:50.5089977-05:00
773,∞,2021-11-20-17:27:50.5089992-05:00
1439,∞,2021-11-20-17:27:50.5090007-05:00
1838,∞,2021-11-20-17:27:50.5090023-05:00
927,∞,2021-11-20-17:27:50.5090038-05:00
1999,∞,2021-11-20-17:27:50.5090053-05:00
1671,∞,2021-11-20-17:27:50.5090068-05:00
1717,∞,2021-11-20-17:27:50.5090083-05:00
448,∞,2021-11-20-17:27:50.5090099-05:00
1096,∞,2021-11-20-17:27:50.5090114-05:00
866,∞,2021-11-20-17:27:50.5090174-05:00
1711,∞,2021-11-20-17:27:50.5090195-05:00
1997,∞,2021-11-20-17:27:50.5090212-05:00
909,∞,2021-11-20-17:27:50.5090229-05:00
329,∞,2021-11-20-17:27:50.5090245-05:00
1893,∞,2021-11-20-17:27:50.5090260-05:00
931,∞,2021-11-20-17:27:50.5090276-05:00
1529,∞,2021-11-20-17:27:50.5090292-05:00
872,∞,2021-11-20-17:27:50.5090307-05:00
805,∞,2021-11-20-17:27:50.5090323-05:00
1812,∞,2021-11-20-17:27:50.5090338-05:00
463,∞,2021-11-20-17:27:50.5090354-05:00
1709,∞,2021-11-20-17:27:50.5090369-05:00
1477,∞,2021-11-20-17:27:50.5090385-05:00
1995,∞,2021-11-20-17:27:50.5090400-05:00
966,∞,2021-11-20-17:27:50.5090415-05:00
862,∞,2021-11-20-17:27:50.5090430-05:00
753,∞,2021-11-20-17:27:50.5090446-05:00
1570,∞,2021-11-20-17:27:50.5090461-05:00
1034,∞,2021-11-20-17:27:50.5090476-05:00
1547,∞,2021-11-20-17:27:50.5090491-05:00
899,∞,2021-11-20-17:27:50.5090506-05:00
1199,∞,2021-11-20-17:27:50.5090521-05:00
392,∞,2021-11-20-17:27:50.5090536-05:00
918,∞,2021-11-20-17:27:50.5090551-05:00
252,∞,2021-11-20-17:27:50.5090567-05:00
617,∞,2021-11-20-17:27:50.5090582-05:00
956,∞,2021-11-20-17:27:50.5090597-05:00
316,∞,2021-11-20-17:27:50.5090612-05:00
1926,∞,2021-11-20-17:27:50.5090626-05:00
1330,∞,2021-11-20-17:27:50.5090641-05:00
1503,∞,2021-11-20-17:27:50.5090656-05:00
1267,∞,2021-11-20-17:27:50.5090671-05:00
1823,∞,2021-11-20-17:27:50.5090686-05:00
1049,∞,2021-11-20-17:27:50.5090730-05:00
3,∞,2021-11-20-17:27:50.5090752-05:00
1350,∞,2021-11-20-17:27:50.5090769-05:00
1465,∞,2021-11-20-17:27:50.5090785-05:00
696,∞,2021-11-20-17:27:50.5090801-05:00
1530,∞,2021-11-20-17:27:50.5090817-05:00
1664,∞,2021-11-20-17:27:50.5090833-05:00
352,∞,2021-11-20-17:27:50.5090849-05:00
1671,∞,2021-11-20-17:27:50.5090865-05:00
731,∞,2021-11-20-17:27:50.5090881-05:00
513,∞,2021-11-20-17:27:50.5090897-05:00
943,∞,2021-11-20-17:27:50.5090913-05:00
1063,∞,2021-11-20-17:27:50.5090929-05:00
1962,∞,2021-11-20-17:27:50.5090944-05:00
1843,∞,2021-11-20-17:27:50.5090960-05:00
1960,∞,2021-11-20-17:27:50.5090976-05:00
1137,∞,2021-11-20-17:27:50.5090992-05:00
919,∞,2021-11-20-17:27:50.5091008-05:00
147,∞,2021-11-20-17:27:50.5091024-05:00
1413,∞,2021-11-20-17:27:50.5091040-05:00
1549,∞,2021-11-20-17:27:50.5091056-05:00
1967,∞,2021-11-20-17:27:50.5091072-05:00
512,∞,2021-11-20-17:27:50.5091088-05:00
1606,∞,2021-11-20-17:27:50.5091188-05:00
1990,∞,2021-11-20-17:27:50.5091215-05:00
78,∞,2021-11-20-17:27:50.5091250-05:00
1277,∞,2021-11-20-17:27:50.5091272-05:00
1974,∞,2021-11-20-17:27:50.5091289-05:00
1214,∞,2021-11-20-17:27:50.5091306-05:00
945,∞,2021-11-20-17:27:50.5091322-05:00
1474,∞,2021-11-20-17:27:50.5091338-05:00
310,∞,2021-11-20-17:27:50.5091353-05:00
1195,∞,2021-11-20-17:27:50.5091369-05:00
1885,∞,2021-11-20-17:27:50.5091384-05:00
428,∞,2021-11-20-17:27:50.5091399-05:00
1992,∞,2021-11-20-17:27:50.5091414-05:00
1616,∞,2021-11-20-17:27:50.5091430-05:00
1397,∞,2021-11-20-17:27:50.5091445-05:00
57,∞,2021-11-20-17:27:50.5091461-05:00
40,∞,2021-11-20-17:27:50.5091476-05:00
1370,∞,2021-11-20-17:27:50.5091492-05:00
1196,∞,2021-11-20-17:27:50.5091507-05:00
1227,∞,2021-11-20-17:27:50.5091522-05:00
469,∞,2021-11-20-17:27:50.5091538-05:00
1878,∞,2021-11-20-17:27:50.5091553-05:00
1974,∞,2021-11-20-17:27:50.5091569-05:00
1189,∞,2021-11-20-17:27:50.5091584-05:00
654,∞,2021-11-20-17:27:50.5091600-05:00
1113,∞,2021-11-20-17:27:50.5091616-05:00
355,∞,2021-11-20-17:27:50.5091631-05:00
789,∞,2021-11-20-17:27:50.5091646-05:00
412,∞,2021-11-20-17:27:50.5091662-05:00
1357,∞,2021-11-20-17:27:50.5091677-05:00
1853,∞,2021-11-20-17:27:50.5091692-05:00
275,∞,2021-11-20-17:27:50.5091707-05:00
1082,∞,2021-11-20-17:27:50.5091722-05:00
1490,∞,2021-11-20-17:27:50.5091736-05:00
1744,∞,2021-11-20-17:27:50.5091797-05:00
1475,∞,2021-11-20-17:27:50.5091820-05:00
619,∞,2021-11-20-17:27:50.5091837-05:00
254,∞,2021-11-20-17:27:50.5091853-05:00
1689,∞,2021-11-20-17:27:50.5091868-05:00
1137,∞,2021-11-20-17:27:50.5091883-05:00
727,∞,2021-11-20-17:27:50.5091899-05:00
1256,∞,2021-11-20-17:27:50.5091914-05:00
204,∞,2021-11-20-17:27:50.5091930-05:00
1748,∞,2021-11-20-17:27:50.5091945-05:00
1177,∞,2021-11-20-17:27:50.5091961-05:00
1534,∞,2021-11-20-17:27:50.5091976-05:00
1850,∞,2021-11-20-17:27:50.5091991-05:00
345,∞,2021-11-20-17:27:50.5092006-05:00
1740,∞,2021-11-20-17:27:50.5092021-05:00
862,∞,2021-11-20-17:27:50.5092036-05:00
107,∞,2021-11-20-17:27:50.5092051-05:00
44,∞,2021-11-20-17:27:50.5092085-05:00
353,∞,2021-11-20-17:27:50.5092105-05:00
740,∞,2021-11-20-17:27:50.5092122-05:00
44,∞,2021-11-20-17:27:50.5092138-05:00
1727,∞,2021-11-20-17:27:50.5092153-05:00
16,∞,2021-11-20-17:27:50.5092168-05:00
889,∞,2021-11-20-17:27:50.5092184-05:00
623,∞,2021-11-20-17:27:50.5092200-05:00
862,∞,2021-11-20-17:27:50.5092215-05:00
860,∞,2021-11-20-17:27:50.5092230-05:00
157,∞,2021-11-20-17:27:50.5092246-05:00
1063,∞,2021-11-20-17:27:50.5092261-05:00
952,∞,2021-11-20-17:27:50.5092276-05:00
1341,∞,2021-11-20-17:27:50.5092291-05:00
1610,∞,2021-11-20-17:27:50.5092306-05:00
1346,∞,2021-11-20-17:27:50.5092321-05:00
503,∞,2021-11-20-17:27:50.5092336-05:00
1872,∞,2021-11-20-17:27:50.5092395-05:00
1922,∞,2021-11-20-17:27:50.5092417-05:00
1438,∞,2021-11-20-17:27:50.5092434-05:00
1786,∞,2021-11-20-17:27:50.5092450-05:00
1681,∞,2021-11-20-17:27:50.5092465-05:00
60,∞,2021-11-20-17:27:50.5092480-05:00
501,∞,2021-11-20-17:27:50.5092496-05:00
1212,∞,2021-11-20-17:27:50.5092511-05:00
1675,∞,2021-11-20-17:27:50.5092526-05:00
227,∞,2021-11-20-17:27:50.5092541-05:00
12,∞,2021-11-20-17:27:50.5092556-05:00
1120,∞,2021-11-20-17:27:50.5092572-05:00
1263,∞,2021-11-20-17:27:50.5092587-05:00
10,∞,2021-11-20-17:27:50.5092602-05:00
1049,∞,2021-11-20-17:27:50.5092617-05:00
1549,∞,2021-11-20-17:27:50.5092633-05:00
1250,∞,2021-11-20-17:27:50.5092648-05:00
1810,∞,2021-11-20-17:27:50.5092663-05:00
1922,∞,2021-11-20-17:27:50.5092678-05:00
342,∞,2021-11-20-17:27:50.5092693-05:00
1446,∞,2021-11-20-17:27:50.5092708-05:00
17,∞,2021-11-20-17:27:50.5092723-05:00
1459,∞,2021-11-20-17:27:50.5092739-05:00
1730,∞,2021-11-20-17:27:50.5092754-05:00
1630,∞,2021-11-20-17:27:50.5092769-05:00
827,∞,2021-11-20-17:27:50.5092784-05:00
277,∞,2021-11-20-17:27:50.5092799-05:00
571,∞,2021-11-20-17:27:50.5092814-05:00
194,∞,2021-11-20-17:27:50.5092829-05:00
1251,∞,2021-11-20-17:27:50.5092844-05:00
407,∞,2021-11-20-17:27:50.5092859-05:00
1566,∞,2021-11-20-17:27:50.5092874-05:00
189,∞,2021-11-20-17:27:50.5092889-05:00
1347,∞,2021-11-20-17:27:50.5092923-05:00
473,∞,2021-11-20-17:27:50.5092988-05:00
1818,∞,2021-11-20-17:27:50.5093010-05:00
1424,∞,2021-11-20-17:27:50.5093027-05:00
320,∞,2021-11-20-17:27:50.5093044-05:00
362,∞,2021-11-20-17:27:50.5093060-05:00
294,∞,2021-11-20-17:27:50.5093076-05:00
240,∞,2021-11-20-17:27:50.5093091-05:00
832,∞,2021-11-20-17:27:50.5093107-05:00
53,∞,2021-11-20-17:27:50.5093123-05:00
1788,∞,2021-11-20-17:27:50.5093139-05:00
877,∞,2021-11-20-17:27:50.5093154-05:00
1503,∞,2021-11-20-17:27:50.5093169-05:00
1599,∞,2021-11-20-17:27:50.5093185-05:00
851,∞,2021-11-20-17:27:50.5093201-05:00
1107,∞,2021-11-20-17:27:50.5093216-05:00
1513,∞,2021-11-20-17:27:50.5093232-05:00
1702,∞,2021-11-20-17:27:50.5093248-05:00
1531,∞,2021-11-20-17:27:50.5093263-05:00
1688,∞,2021-11-20-17:27:50.5093278-05:00
1004,∞,2021-11-20-17:27:50.5093293-05:00
1056,∞,2021-11-20-17:27:50.5093308-05:00
1855,∞,2021-11-20-17:27:50.5093323-05:00
463,∞,2021-11-20-17:27:50.5093338-05:00
1707,∞,2021-11-20-17:27:50.5093353-05:00
157,∞,2021-11-20-17:27:50.5093369-05:00
854,∞,2021-11-20-17:27:50.5093384-05:00
1782,∞,2021-11-20-17:27:50.5093399-05:00
1930,∞,2021-11-20-17:27:50.5093414-05:00
1019,∞,2021-11-20-17:27:50.5093429-05:00
424,∞,2021-11-20-17:27:50.5093443-05:00
1820,∞,2021-11-20-17:27:50.5093458-05:00
445,∞,2021-11-20-17:27:50.5093473-05:00
932,∞,2021-11-20-17:27:50.5093488-05:00
1915,∞,2021-11-20-17:27:50.5093503-05:00
1536,∞,2021-11-20-17:27:50.5093563-05:00
1230,∞,2021-11-20-17:27:50.5093585-05:00
126,∞,2021-11-20-17:27:50.5093602-05:00
931,∞,2021-11-20-17:27:50.5093618-05:00
1449,∞,2021-11-20-17:27:50.5093634-05:00
1628,∞,2021-11-20-17:27:50.5093650-05:00
102,∞,2021-11-20-17:27:50.5093666-05:00
615,∞,2021-11-20-17:27:50.5093682-05:00
1964,∞,2021-11-20-17:27:50.5093698-05:00
1670,∞,2021-11-20-17:27:50.5093714-05:00
853,∞,2021-11-20-17:27:50.5093730-05:00
128,∞,2021-11-20-17:27:50.5093745-05:00
1228,∞,2021-11-20-17:27:50.5093762-05:00
1425,∞,2021-11-20-17:27:50.5093777-05:00
1463,∞,2021-11-20-17:27:50.5093792-05:00
680,∞,2021-11-20-17:27:50.5093807-05:00
1549,∞,2021-11-20-17:27:50.5093823-05:00
876,∞,2021-11-20-17:27:50.5093838-05:00
1878,∞,2021-11-20-17:27:50.5093853-05:00
1184,∞,2021-11-20-17:27:50.5093869-05:00
291,∞,2021-11-20-17:27:50.5093884-05:00
617,∞,2021-11-20-17:27:50.5093899-05:00
1356,∞,2021-11-20-17:27:50.5093914-05:00
1716,∞,2021-11-20-17:27:50.5093929-05:00
163,∞,2021-11-20-17:27:50.5093944-05:00
1508,∞,2021-11-20-17:27:50.5093960-05:00
511,∞,2021-11-20-17:27:50.5093975-05:00
310,∞,2021-11-20-17:27:50.5093990-05:00
1813,∞,2021-11-20-17:27:50.5094102-05:00
1628,∞,2021-11-20-17:27:50.5094117-05:00
1968,∞,2021-11-20-17:27:50.5094131-05:00
433,∞,2021-11-20-17:27:50.5094146-05:00
571,∞,2021-11-20-17:27:50.5094161-05:00
1683,∞,2021-11-20-17:27:50.5094175-05:00
1314,∞,2021-11-20-17:27:50.5094233-05:00
1877,∞,2021-11-20-17:27:50.5094253-05:00
1388,∞,2021-11-20-17:27:50.5094269-05:00
771,∞,2021-11-20-17:27:50.5094284-05:00
82,∞,2021-11-20-17:27:50.5094299-05:00
61,∞,2021-11-20-17:27:50.5094314-05:00
902,∞,2021-11-20-17:27:50.5094328-05:00
442,∞,2021-11-20-17:27:50.5094343-05:00
1891,∞,2021-11-20-17:27:50.5094357-05:00
792,∞,2021-11-20-17:27:50.5094372-05:00
855,∞,2021-11-20-17:27:50.5094386-05:00
30,∞,2021-11-20-17:27:50.5094400-05:00
1625,∞,2021-11-20-17:27:50.5094415-05:00
358,∞,2021-11-20-17:27:50.5094429-05:00
467,∞,2021-11-20-17:27:50.5094444-05:00
340,∞,2021-11-20-17:27:50.5094458-05:00
875,∞,2021-11-20-17:27:50.5094472-05:00
944,∞,2021-11-20-17:27:50.5094485-05:00
567,∞,2021-11-20-17:27:50.5094499-05:00
1747,∞,2021-11-20-17:27:50.5094513-05:00
1624,∞,2021-11-20-17:27:50.5094528-05:00
920,∞,2021-11-20-17:27:50.5094542-05:00
1874,∞,2021-11-20-17:27:50.5094556-05:00
410,∞,2021-11-20-17:27:50.5094649-05:00
768,∞,2021-11-20-17:27:50.5094673-05:00
1941,∞,2021-11-20-17:27:50.5094690-05:00
1118,∞,2021-11-20-17:27:50.5094705-05:00
1792,∞,2021-11-20-17:27:50.5094720-05:00
802,∞,2021-11-20-17:27:50.5094735-05:00
337,∞,2021-11-20-17:27:50.5094749-05:00
1702,∞,2021-11-20-17:27:50.5094764-05:00
420,∞,2021-11-20-17:27:50.5094778-05:00
1556,∞,2021-11-20-17:27:50.5094792-05:00
1544,∞,2021-11-20-17:27:50.5094807-05:00
112,∞,2021-11-20-17:27:50.5094821-05:00
1586,∞,2021-11-20-17:27:50.5094835-05:00
1292,∞,2021-11-20-17:27:50.5094850-05:00
779,∞,2021-11-20-17:27:50.5094865-05:00
794,∞,2021-11-20-17:27:50.5094879-05:00
1818,∞,2021-11-20-17:27:50.5094893-05:00
283,∞,2021-11-20-17:27:50.5094908-05:00
1849,∞,2021-11-20-17:27:50.5094922-05:00
726,∞,2021-11-20-17:27:50.5094936-05:00
564,∞,2021-11-20-17:27:50.5094950-05:00
862,∞,2021-11-20-17:27:50.5094964-05:00
134,∞,2021-11-20-17:27:50.5094978-05:00
1882,∞,2021-11-20-17:27:50.5094992-05:00
154,∞,2021-11-20-17:27:50.5095006-05:00
1842,∞,2021-11-20-17:27:50.5095020-05:00
1474,∞,2021-11-20-17:27:50.5095034-05:00
754,∞,2021-11-20-17:27:50.5095048-05:00
1024,∞,2021-11-20-17:27:50.5095062-05:00
1866,∞,2021-11-20-17:27:50.5095076-05:00
824,∞,2021-11-20-17:27:50.5095090-05:00
60,∞,2021-11-20-17:27:50.5095104-05:00
395,∞,2021-11-20-17:27:50.5095118-05:00
3,∞,2021-11-20-17:27:50.5095132-05:00
978,∞,2021-11-20-17:27:50.5095188-05:00
3,∞,2021-11-20-17:27:50.5095209-05:00
141,∞,2021-11-20-17:27:50.5095225-05:00
943,∞,2021-11-20-17:27:50.5095240-05:00
1110,∞,2021-11-20-17:27:50.5095271-05:00
1640,∞,2021-11-20-17:27:50.5095291-05:00
1555,∞,2021-11-20-17:27:50.5095306-05:00
1090,∞,2021-11-20-17:27:50.5095321-05:00
