Start |2021-11-20-17:25:32.9300184-05:00
1055,1055,2021-11-20-17:25:32.9334903-05:00
244,257420,2021-11-20-17:25:32.9338331-05:00
1897,488325740,2021-11-20-17:25:32.9338610-05:00
1823,890217824020,2021-11-20-17:25:32.9338700-05:00
1700,1513370300834000,2021-11-20-17:25:32.9339632-05:00
496,∞,2021-11-20-17:25:32.9354985-05:00
1025,∞,2021-11-20-17:25:32.9355047-05:00
1967,∞,2021-11-20-17:25:32.9355070-05:00
1381,∞,2021-11-20-17:25:32.9355087-05:00
1514,∞,2021-11-20-17:25:32.9355104-05:00
1240,∞,2021-11-20-17:25:32.9355121-05:00
1003,∞,2021-11-20-17:25:32.9355137-05:00
1692,∞,2021-11-20-17:25:32.9355154-05:00
61,∞,2021-11-20-17:25:32.9355170-05:00
1052,∞,2021-11-20-17:25:32.9355187-05:00
743,∞,2021-11-20-17:25:32.9355203-05:00
1645,∞,2021-11-20-17:25:32.9355219-05:00
623,∞,2021-11-20-17:25:32.9355235-05:00
1748,∞,2021-11-20-17:25:32.9355251-05:00
1913,∞,2021-11-20-17:25:32.9355268-05:00
1473,∞,2021-11-20-17:25:32.9355284-05:00
1670,∞,2021-11-20-17:25:32.9355300-05:00
1134,∞,2021-11-20-17:25:32.9355334-05:00
601,∞,2021-11-20-17:25:32.9355355-05:00
1074,∞,2021-11-20-17:25:32.9355372-05:00
1466,∞,2021-11-20-17:25:32.9355389-05:00
1587,∞,2021-11-20-17:25:32.9355405-05:00
1872,∞,2021-11-20-17:25:32.9355421-05:00
1458,∞,2021-11-20-17:25:32.9355437-05:00
1968,∞,2021-11-20-17:25:32.9355453-05:00
565,∞,2021-11-20-17:25:32.9355469-05:00
67,∞,2021-11-20-17:25:32.9355485-05:00
1558,∞,2021-11-20-17:25:32.9355501-05:00
1577,∞,2021-11-20-17:25:32.9355517-05:00
1810,∞,2021-11-20-17:25:32.9355533-05:00
995,∞,2021-11-20-17:25:32.9355549-05:00
1759,∞,2021-11-20-17:25:32.9355565-05:00
1885,∞,2021-11-20-17:25:32.9355581-05:00
1189,∞,2021-11-20-17:25:32.9355597-05:00
1583,∞,2021-11-20-17:25:32.9355613-05:00
784,∞,2021-11-20-17:25:32.9355673-05:00
328,∞,2021-11-20-17:25:32.9355695-05:00
279,∞,2021-11-20-17:25:32.9355712-05:00
1319,∞,2021-11-20-17:25:32.9355729-05:00
1837,∞,2021-11-20-17:25:32.9355745-05:00
1778,∞,2021-11-20-17:25:32.9355761-05:00
217,∞,2021-11-20-17:25:32.9355777-05:00
859,∞,2021-11-20-17:25:32.9355793-05:00
771,∞,2021-11-20-17:25:32.9355810-05:00
656,∞,2021-11-20-17:25:32.9355826-05:00
337,∞,2021-11-20-17:25:32.9355842-05:00
120,∞,2021-11-20-17:25:32.9355858-05:00
1760,∞,2021-11-20-17:25:32.9355874-05:00
578,∞,2021-11-20-17:25:32.9355890-05:00
1529,∞,2021-11-20-17:25:32.9355906-05:00
1936,∞,2021-11-20-17:25:32.9355923-05:00
1107,∞,2021-11-20-17:25:32.9355939-05:00
49,∞,2021-11-20-17:25:32.9355955-05:00
1172,∞,2021-11-20-17:25:32.9355971-05:00
964,∞,2021-11-20-17:25:32.9355987-05:00
908,∞,2021-11-20-17:25:32.9356004-05:00
1152,∞,2021-11-20-17:25:32.9356020-05:00
509,∞,2021-11-20-17:25:32.9356036-05:00
1412,∞,2021-11-20-17:25:32.9356052-05:00
949,∞,2021-11-20-17:25:32.9356068-05:00
1174,∞,2021-11-20-17:25:32.9356085-05:00
1444,∞,2021-11-20-17:25:32.9356101-05:00
116,∞,2021-11-20-17:25:32.9356117-05:00
250,∞,2021-11-20-17:25:32.9356133-05:00
57,∞,2021-11-20-17:25:32.9356149-05:00
984,∞,2021-11-20-17:25:32.9356165-05:00
1760,∞,2021-11-20-17:25:32.9356181-05:00
1433,∞,2021-11-20-17:25:32.9356198-05:00
165,∞,2021-11-20-17:25:32.9356214-05:00
1129,∞,2021-11-20-17:25:32.9356233-05:00
1145,∞,2021-11-20-17:25:32.9356251-05:00
1392,∞,2021-11-20-17:25:32.9356268-05:00
1814,∞,2021-11-20-17:25:32.9356284-05:00
763,∞,2021-11-20-17:25:32.9356300-05:00
1296,∞,2021-11-20-17:25:32.9356316-05:00
1250,∞,2021-11-20-17:25:32.9356332-05:00
729,∞,2021-11-20-17:25:32.9356348-05:00
1102,∞,2021-11-20-17:25:32.9356426-05:00
802,∞,2021-11-20-17:25:32.9356452-05:00
1631,∞,2021-11-20-17:25:32.9356471-05:00
445,∞,2021-11-20-17:25:32.9356489-05:00
306,∞,2021-11-20-17:25:32.9356506-05:00
981,∞,2021-11-20-17:25:32.9356523-05:00
48,∞,2021-11-20-17:25:32.9356540-05:00
1874,∞,2021-11-20-17:25:32.9356558-05:00
1887,∞,2021-11-20-17:25:32.9356575-05:00
1711,∞,2021-11-20-17:25:32.9356592-05:00
714,∞,2021-11-20-17:25:32.9356609-05:00
225,∞,2021-11-20-17:25:32.9356626-05:00
676,∞,2021-11-20-17:25:32.9356643-05:00
1631,∞,2021-11-20-17:25:32.9356661-05:00
1818,∞,2021-11-20-17:25:32.9356678-05:00
866,∞,2021-11-20-17:25:32.9356759-05:00
371,∞,2021-11-20-17:25:32.9356784-05:00
663,∞,2021-11-20-17:25:32.9356802-05:00
335,∞,2021-11-20-17:25:32.9356819-05:00
101,∞,2021-11-20-17:25:32.9356836-05:00
610,∞,2021-11-20-17:25:32.9356853-05:00
714,∞,2021-11-20-17:25:32.9356869-05:00
1672,∞,2021-11-20-17:25:32.9356886-05:00
577,∞,2021-11-20-17:25:32.9356903-05:00
686,∞,2021-11-20-17:25:32.9356920-05:00
1596,∞,2021-11-20-17:25:32.9356937-05:00
1449,∞,2021-11-20-17:25:32.9356954-05:00
384,∞,2021-11-20-17:25:32.9356971-05:00
544,∞,2021-11-20-17:25:32.9356988-05:00
1293,∞,2021-11-20-17:25:32.9357005-05:00
1285,∞,2021-11-20-17:25:32.9357022-05:00
1876,∞,2021-11-20-17:25:32.9357039-05:00
1713,∞,2021-11-20-17:25:32.9357055-05:00
180,∞,2021-11-20-17:25:32.9357072-05:00
51,∞,2021-11-20-17:25:32.9357089-05:00
1707,∞,2021-11-20-17:25:32.9357106-05:00
1781,∞,2021-11-20-17:25:32.9357123-05:00
505,∞,2021-11-20-17:25:32.9357140-05:00
869,∞,2021-11-20-17:25:32.9357157-05:00
464,∞,2021-11-20-17:25:32.9357174-05:00
68,∞,2021-11-20-17:25:32.9357191-05:00
376,∞,2021-11-20-17:25:32.9357207-05:00
169,∞,2021-11-20-17:25:32.9357224-05:00
1272,∞,2021-11-20-17:25:32.9357242-05:00
1047,∞,2021-11-20-17:25:32.9357259-05:00
1209,∞,2021-11-20-17:25:32.9357276-05:00
1489,∞,2021-11-20-17:25:32.9357292-05:00
1497,∞,2021-11-20-17:25:32.9357309-05:00
1327,∞,2021-11-20-17:25:32.9357326-05:00
526,∞,2021-11-20-17:25:32.9357386-05:00
1444,∞,2021-11-20-17:25:32.9357409-05:00
101,∞,2021-11-20-17:25:32.9357428-05:00
961,∞,2021-11-20-17:25:32.9357445-05:00
1149,∞,2021-11-20-17:25:32.9357463-05:00
120,∞,2021-11-20-17:25:32.9357480-05:00
388,∞,2021-11-20-17:25:32.9357497-05:00
1130,∞,2021-11-20-17:25:32.9357514-05:00
1055,∞,2021-11-20-17:25:32.9357531-05:00
1758,∞,2021-11-20-17:25:32.9357548-05:00
710,∞,2021-11-20-17:25:32.9357566-05:00
1532,∞,2021-11-20-17:25:32.9357583-05:00
1663,∞,2021-11-20-17:25:32.9357600-05:00
1330,∞,2021-11-20-17:25:32.9357617-05:00
595,∞,2021-11-20-17:25:32.9357634-05:00
426,∞,2021-11-20-17:25:32.9357651-05:00
837,∞,2021-11-20-17:25:32.9357668-05:00
511,∞,2021-11-20-17:25:32.9357685-05:00
497,∞,2021-11-20-17:25:32.9357703-05:00
1581,∞,2021-11-20-17:25:32.9357720-05:00
112,∞,2021-11-20-17:25:32.9357737-05:00
1085,∞,2021-11-20-17:25:32.9357771-05:00
1865,∞,2021-11-20-17:25:32.9357793-05:00
1793,∞,2021-11-20-17:25:32.9357811-05:00
1871,∞,2021-11-20-17:25:32.9357828-05:00
33,∞,2021-11-20-17:25:32.9357845-05:00
234,∞,2021-11-20-17:25:32.9357863-05:00
546,∞,2021-11-20-17:25:32.9357880-05:00
400,∞,2021-11-20-17:25:32.9357897-05:00
1529,∞,2021-11-20-17:25:32.9357914-05:00
1477,∞,2021-11-20-17:25:32.9357931-05:00
107,∞,2021-11-20-17:25:32.9357948-05:00
1951,∞,2021-11-20-17:25:32.9357965-05:00
1057,∞,2021-11-20-17:25:32.9357982-05:00
19,∞,2021-11-20-17:25:32.9358041-05:00
1849,∞,2021-11-20-17:25:32.9358064-05:00
1185,∞,2021-11-20-17:25:32.9358081-05:00
915,∞,2021-11-20-17:25:32.9358098-05:00
564,∞,2021-11-20-17:25:32.9358115-05:00
61,∞,2021-11-20-17:25:32.9358131-05:00
1663,∞,2021-11-20-17:25:32.9358147-05:00
577,∞,2021-11-20-17:25:32.9358163-05:00
726,∞,2021-11-20-17:25:32.9358180-05:00
746,∞,2021-11-20-17:25:32.9358196-05:00
160,∞,2021-11-20-17:25:32.9358213-05:00
932,∞,2021-11-20-17:25:32.9358229-05:00
404,∞,2021-11-20-17:25:32.9358244-05:00
1046,∞,2021-11-20-17:25:32.9358260-05:00
1574,∞,2021-11-20-17:25:32.9358276-05:00
847,∞,2021-11-20-17:25:32.9358292-05:00
210,∞,2021-11-20-17:25:32.9358308-05:00
698,∞,2021-11-20-17:25:32.9358324-05:00
993,∞,2021-11-20-17:25:32.9358339-05:00
1916,∞,2021-11-20-17:25:32.9358355-05:00
1216,∞,2021-11-20-17:25:32.9358371-05:00
1441,∞,2021-11-20-17:25:32.9358387-05:00
1578,∞,2021-11-20-17:25:32.9358403-05:00
307,∞,2021-11-20-17:25:32.9358419-05:00
1090,∞,2021-11-20-17:25:32.9358434-05:00
1117,∞,2021-11-20-17:25:32.9358450-05:00
1885,∞,2021-11-20-17:25:32.9358466-05:00
1841,∞,2021-11-20-17:25:32.9358482-05:00
730,∞,2021-11-20-17:25:32.9358498-05:00
1525,∞,2021-11-20-17:25:32.9358514-05:00
281,∞,2021-11-20-17:25:32.9358529-05:00
603,∞,2021-11-20-17:25:32.9358545-05:00
1580,∞,2021-11-20-17:25:32.9358560-05:00
607,∞,2021-11-20-17:25:32.9358576-05:00
1312,∞,2021-11-20-17:25:32.9358651-05:00
745,∞,2021-11-20-17:25:32.9358676-05:00
1240,∞,2021-11-20-17:25:32.9358693-05:00
1922,∞,2021-11-20-17:25:32.9358727-05:00
1946,∞,2021-11-20-17:25:32.9358749-05:00
436,∞,2021-11-20-17:25:32.9358767-05:00
1917,∞,2021-11-20-17:25:32.9358786-05:00
1534,∞,2021-11-20-17:25:32.9358802-05:00
359,∞,2021-11-20-17:25:32.9358819-05:00
1119,∞,2021-11-20-17:25:32.9358836-05:00
1634,∞,2021-11-20-17:25:32.9358852-05:00
939,∞,2021-11-20-17:25:32.9358869-05:00
1628,∞,2021-11-20-17:25:32.9358886-05:00
1188,∞,2021-11-20-17:25:32.9358902-05:00
972,∞,2021-11-20-17:25:32.9358919-05:00
1553,∞,2021-11-20-17:25:32.9358936-05:00
1320,∞,2021-11-20-17:25:32.9358953-05:00
780,∞,2021-11-20-17:25:32.9358969-05:00
1114,∞,2021-11-20-17:25:32.9358986-05:00
35,∞,2021-11-20-17:25:32.9359003-05:00
1840,∞,2021-11-20-17:25:32.9359019-05:00
578,∞,2021-11-20-17:25:32.9359036-05:00
271,∞,2021-11-20-17:25:32.9359054-05:00
879,∞,2021-11-20-17:25:32.9359070-05:00
1824,∞,2021-11-20-17:25:32.9359087-05:00
1447,∞,2021-11-20-17:25:32.9359104-05:00
175,∞,2021-11-20-17:25:32.9359121-05:00
1821,∞,2021-11-20-17:25:32.9359137-05:00
1847,∞,2021-11-20-17:25:32.9359154-05:00
1201,∞,2021-11-20-17:25:32.9359170-05:00
466,∞,2021-11-20-17:25:32.9359187-05:00
1557,∞,2021-11-20-17:25:32.9359204-05:00
1351,∞,2021-11-20-17:25:32.9359221-05:00
1797,∞,2021-11-20-17:25:32.9359237-05:00
1734,∞,2021-11-20-17:25:32.9359315-05:00
829,∞,2021-11-20-17:25:32.9359339-05:00
1606,∞,2021-11-20-17:25:32.9359358-05:00
288,∞,2021-11-20-17:25:32.9359375-05:00
751,∞,2021-11-20-17:25:32.9359392-05:00
557,∞,2021-11-20-17:25:32.9359409-05:00
1998,∞,2021-11-20-17:25:32.9359425-05:00
1681,∞,2021-11-20-17:25:32.9359442-05:00
1082,∞,2021-11-20-17:25:32.9359459-05:00
459,∞,2021-11-20-17:25:32.9359476-05:00
673,∞,2021-11-20-17:25:32.9359492-05:00
151,∞,2021-11-20-17:25:32.9359509-05:00
1488,∞,2021-11-20-17:25:32.9359526-05:00
698,∞,2021-11-20-17:25:32.9359543-05:00
870,∞,2021-11-20-17:25:32.9359559-05:00
1176,∞,2021-11-20-17:25:32.9359576-05:00
206,∞,2021-11-20-17:25:32.9359593-05:00
1500,∞,2021-11-20-17:25:32.9359609-05:00
1488,∞,2021-11-20-17:25:32.9359626-05:00
1546,∞,2021-11-20-17:25:32.9359643-05:00
766,∞,2021-11-20-17:25:32.9359660-05:00
735,∞,2021-11-20-17:25:32.9359677-05:00
475,∞,2021-11-20-17:25:32.9359694-05:00
362,∞,2021-11-20-17:25:32.9359710-05:00
98,∞,2021-11-20-17:25:32.9359727-05:00
500,∞,2021-11-20-17:25:32.9359744-05:00
262,∞,2021-11-20-17:25:32.9359761-05:00
97,∞,2021-11-20-17:25:32.9359777-05:00
1686,∞,2021-11-20-17:25:32.9359794-05:00
1158,∞,2021-11-20-17:25:32.9359811-05:00
654,∞,2021-11-20-17:25:32.9359827-05:00
77,∞,2021-11-20-17:25:32.9359844-05:00
1588,∞,2021-11-20-17:25:32.9359861-05:00
1831,∞,2021-11-20-17:25:32.9359878-05:00
1453,∞,2021-11-20-17:25:32.9359920-05:00
144,∞,2021-11-20-17:25:32.9359943-05:00
1947,∞,2021-11-20-17:25:32.9359962-05:00
1032,∞,2021-11-20-17:25:32.9359979-05:00
30,∞,2021-11-20-17:25:32.9359995-05:00
558,∞,2021-11-20-17:25:32.9360012-05:00
36,∞,2021-11-20-17:25:32.9360029-05:00
160,∞,2021-11-20-17:25:32.9360046-05:00
1495,∞,2021-11-20-17:25:32.9360062-05:00
1812,∞,2021-11-20-17:25:32.9360079-05:00
207,∞,2021-11-20-17:25:32.9360096-05:00
1673,∞,2021-11-20-17:25:32.9360113-05:00
1959,∞,2021-11-20-17:25:32.9360129-05:00
1476,∞,2021-11-20-17:25:32.9360146-05:00
952,∞,2021-11-20-17:25:32.9360163-05:00
672,∞,2021-11-20-17:25:32.9360179-05:00
995,∞,2021-11-20-17:25:32.9360196-05:00
965,∞,2021-11-20-17:25:32.9360213-05:00
69,∞,2021-11-20-17:25:32.9360229-05:00
1805,∞,2021-11-20-17:25:32.9360246-05:00
1031,∞,2021-11-20-17:25:32.9360263-05:00
1000,∞,2021-11-20-17:25:32.9360365-05:00
355,∞,2021-11-20-17:25:32.9360388-05:00
1244,∞,2021-11-20-17:25:32.9360601-05:00
190,∞,2021-11-20-17:25:32.9360633-05:00
251,∞,2021-11-20-17:25:32.9360652-05:00
295,∞,2021-11-20-17:25:32.9360669-05:00
1902,∞,2021-11-20-17:25:32.9360686-05:00
1995,∞,2021-11-20-17:25:32.9360704-05:00
1923,∞,2021-11-20-17:25:32.9360721-05:00
1804,∞,2021-11-20-17:25:32.9360738-05:00
596,∞,2021-11-20-17:25:32.9360756-05:00
563,∞,2021-11-20-17:25:32.9360788-05:00
1657,∞,2021-11-20-17:25:32.9360805-05:00
1244,∞,2021-11-20-17:25:32.9360823-05:00
727,∞,2021-11-20-17:25:32.9360840-05:00
1229,∞,2021-11-20-17:25:32.9360857-05:00
1173,∞,2021-11-20-17:25:32.9360874-05:00
1471,∞,2021-11-20-17:25:32.9360891-05:00
931,∞,2021-11-20-17:25:32.9360908-05:00
1510,∞,2021-11-20-17:25:32.9360925-05:00
607,∞,2021-11-20-17:25:32.9360943-05:00
1239,∞,2021-11-20-17:25:32.9361053-05:00
662,∞,2021-11-20-17:25:32.9361073-05:00
156,∞,2021-11-20-17:25:32.9361185-05:00
424,∞,2021-11-20-17:25:32.9361203-05:00
541,∞,2021-11-20-17:25:32.9361220-05:00
785,∞,2021-11-20-17:25:32.9361237-05:00
1145,∞,2021-11-20-17:25:32.9361253-05:00
1015,∞,2021-11-20-17:25:32.9361270-05:00
163,∞,2021-11-20-17:25:32.9361287-05:00
1689,∞,2021-11-20-17:25:32.9361303-05:00
9,∞,2021-11-20-17:25:32.9361320-05:00
1783,∞,2021-11-20-17:25:32.9361337-05:00
801,∞,2021-11-20-17:25:32.9361353-05:00
454,∞,2021-11-20-17:25:32.9361370-05:00
1789,∞,2021-11-20-17:25:32.9361386-05:00
703,∞,2021-11-20-17:25:32.9361469-05:00
842,∞,2021-11-20-17:25:32.9361494-05:00
1778,∞,2021-11-20-17:25:32.9361513-05:00
263,∞,2021-11-20-17:25:32.9361531-05:00
133,∞,2021-11-20-17:25:32.9361548-05:00
164,∞,2021-11-20-17:25:32.9361566-05:00
1572,∞,2021-11-20-17:25:32.9361583-05:00
8,∞,2021-11-20-17:25:32.9361601-05:00
1610,∞,2021-11-20-17:25:32.9361618-05:00
1111,∞,2021-11-20-17:25:32.9361637-05:00
303,∞,2021-11-20-17:25:32.9361654-05:00
233,∞,2021-11-20-17:25:32.9361672-05:00
225,∞,2021-11-20-17:25:32.9361689-05:00
1442,∞,2021-11-20-17:25:32.9361707-05:00
1822,∞,2021-11-20-17:25:32.9361725-05:00
1493,∞,2021-11-20-17:25:32.9361742-05:00
1138,∞,2021-11-20-17:25:32.9361760-05:00
295,∞,2021-11-20-17:25:32.9361778-05:00
424,∞,2021-11-20-17:25:32.9361795-05:00
1760,∞,2021-11-20-17:25:32.9361813-05:00
1692,∞,2021-11-20-17:25:32.9361830-05:00
1088,∞,2021-11-20-17:25:32.9361848-05:00
1766,∞,2021-11-20-17:25:32.9361866-05:00
1710,∞,2021-11-20-17:25:32.9361883-05:00
1510,∞,2021-11-20-17:25:32.9361901-05:00
758,∞,2021-11-20-17:25:32.9361924-05:00
980,∞,2021-11-20-17:25:32.9361941-05:00
1760,∞,2021-11-20-17:25:32.9361959-05:00
116,∞,2021-11-20-17:25:32.9361976-05:00
588,∞,2021-11-20-17:25:32.9361994-05:00
779,∞,2021-11-20-17:25:32.9362012-05:00
856,∞,2021-11-20-17:25:32.9362029-05:00
790,∞,2021-11-20-17:25:32.9362047-05:00
937,∞,2021-11-20-17:25:32.9362064-05:00
526,∞,2021-11-20-17:25:32.9362143-05:00
331,∞,2021-11-20-17:25:32.9362168-05:00
1692,∞,2021-11-20-17:25:32.9362187-05:00
668,∞,2021-11-20-17:25:32.9362204-05:00
1378,∞,2021-11-20-17:25:32.9362222-05:00
444,∞,2021-11-20-17:25:32.9362239-05:00
1667,∞,2021-11-20-17:25:32.9362256-05:00
655,∞,2021-11-20-17:25:32.9362274-05:00
545,∞,2021-11-20-17:25:32.9362291-05:00
1312,∞,2021-11-20-17:25:32.9362308-05:00
238,∞,2021-11-20-17:25:32.9362326-05:00
553,∞,2021-11-20-17:25:32.9362343-05:00
920,∞,2021-11-20-17:25:32.9362360-05:00
1572,∞,2021-11-20-17:25:32.9362378-05:00
341,∞,2021-11-20-17:25:32.9362395-05:00
196,∞,2021-11-20-17:25:32.9362412-05:00
870,∞,2021-11-20-17:25:32.9362429-05:00
1489,∞,2021-11-20-17:25:32.9362447-05:00
377,∞,2021-11-20-17:25:32.9362464-05:00
693,∞,2021-11-20-17:25:32.9362481-05:00
97,∞,2021-11-20-17:25:32.9362498-05:00
1614,∞,2021-11-20-17:25:32.9362516-05:00
1076,∞,2021-11-20-17:25:32.9362533-05:00
69,∞,2021-11-20-17:25:32.9362570-05:00
753,∞,2021-11-20-17:25:32.9362592-05:00
1375,∞,2021-11-20-17:25:32.9362610-05:00
1183,∞,2021-11-20-17:25:32.9362628-05:00
1811,∞,2021-11-20-17:25:32.9362646-05:00
1891,∞,2021-11-20-17:25:32.9362663-05:00
1023,∞,2021-11-20-17:25:32.9362680-05:00
333,∞,2021-11-20-17:25:32.9362698-05:00
1446,∞,2021-11-20-17:25:32.9362715-05:00
1442,∞,2021-11-20-17:25:32.9362732-05:00
1287,∞,2021-11-20-17:25:32.9362750-05:00
917,∞,2021-11-20-17:25:32.9362813-05:00
1491,∞,2021-11-20-17:25:32.9362836-05:00
1801,∞,2021-11-20-17:25:32.9362855-05:00
471,∞,2021-11-20-17:25:32.9362872-05:00
917,∞,2021-11-20-17:25:32.9362889-05:00
1980,∞,2021-11-20-17:25:32.9362907-05:00
94,∞,2021-11-20-17:25:32.9362924-05:00
1038,∞,2021-11-20-17:25:32.9362941-05:00
544,∞,2021-11-20-17:25:32.9362958-05:00
454,∞,2021-11-20-17:25:32.9362975-05:00
1472,∞,2021-11-20-17:25:32.9362992-05:00
958,∞,2021-11-20-17:25:32.9363009-05:00
1838,∞,2021-11-20-17:25:32.9363026-05:00
1408,∞,2021-11-20-17:25:32.9363044-05:00
1420,∞,2021-11-20-17:25:32.9363061-05:00
1919,∞,2021-11-20-17:25:32.9363078-05:00
1717,∞,2021-11-20-17:25:32.9363095-05:00
1290,∞,2021-11-20-17:25:32.9363112-05:00
479,∞,2021-11-20-17:25:32.9363129-05:00
98,∞,2021-11-20-17:25:32.9363146-05:00
841,∞,2021-11-20-17:25:32.9363163-05:00
912,∞,2021-11-20-17:25:32.9363180-05:00
1255,∞,2021-11-20-17:25:32.9363197-05:00
1624,∞,2021-11-20-17:25:32.9363214-05:00
1914,∞,2021-11-20-17:25:32.9363231-05:00
3,∞,2021-11-20-17:25:32.9363248-05:00
1260,∞,2021-11-20-17:25:32.9363265-05:00
1855,∞,2021-11-20-17:25:32.9363282-05:00
763,∞,2021-11-20-17:25:32.9363299-05:00
1522,∞,2021-11-20-17:25:32.9363316-05:00
980,∞,2021-11-20-17:25:32.9363333-05:00
792,∞,2021-11-20-17:25:32.9363350-05:00
1110,∞,2021-11-20-17:25:32.9363367-05:00
1632,∞,2021-11-20-17:25:32.9363384-05:00
656,∞,2021-11-20-17:25:32.9363445-05:00
850,∞,2021-11-20-17:25:32.9363469-05:00
394,∞,2021-11-20-17:25:32.9363488-05:00
399,∞,2021-11-20-17:25:32.9363506-05:00
573,∞,2021-11-20-17:25:32.9363560-05:00
397,∞,2021-11-20-17:25:32.9363584-05:00
599,∞,2021-11-20-17:25:32.9363602-05:00
1059,∞,2021-11-20-17:25:32.9363619-05:00
1071,∞,2021-11-20-17:25:32.9363636-05:00
622,∞,2021-11-20-17:25:32.9363653-05:00
596,∞,2021-11-20-17:25:32.9363670-05:00
1795,∞,2021-11-20-17:25:32.9363687-05:00
1536,∞,2021-11-20-17:25:32.9363704-05:00
1775,∞,2021-11-20-17:25:32.9363721-05:00
392,∞,2021-11-20-17:25:32.9363738-05:00
1971,∞,2021-11-20-17:25:32.9363755-05:00
1305,∞,2021-11-20-17:25:32.9363772-05:00
1042,∞,2021-11-20-17:25:32.9363789-05:00
967,∞,2021-11-20-17:25:32.9363806-05:00
1345,∞,2021-11-20-17:25:32.9363824-05:00
447,∞,2021-11-20-17:25:32.9363841-05:00
6,∞,2021-11-20-17:25:32.9363858-05:00
236,∞,2021-11-20-17:25:32.9363875-05:00
178,∞,2021-11-20-17:25:32.9363892-05:00
556,∞,2021-11-20-17:25:32.9363909-05:00
914,∞,2021-11-20-17:25:32.9363925-05:00
721,∞,2021-11-20-17:25:32.9363942-05:00
238,∞,2021-11-20-17:25:32.9363959-05:00
275,∞,2021-11-20-17:25:32.9363976-05:00
1021,∞,2021-11-20-17:25:32.9363993-05:00
1473,∞,2021-11-20-17:25:32.9364010-05:00
681,∞,2021-11-20-17:25:32.9364027-05:00
1847,∞,2021-11-20-17:25:32.9364044-05:00
207,∞,2021-11-20-17:25:32.9364061-05:00
752,∞,2021-11-20-17:25:32.9364107-05:00
570,∞,2021-11-20-17:25:32.9364131-05:00
1526,∞,2021-11-20-17:25:32.9364150-05:00
1318,∞,2021-11-20-17:25:32.9364168-05:00
718,∞,2021-11-20-17:25:32.9364185-05:00
83,∞,2021-11-20-17:25:32.9364202-05:00
1498,∞,2021-11-20-17:25:32.9364220-05:00
1781,∞,2021-11-20-17:25:32.9364237-05:00
1840,∞,2021-11-20-17:25:32.9364254-05:00
633,∞,2021-11-20-17:25:32.9364272-05:00
1028,∞,2021-11-20-17:25:32.9364289-05:00
120,∞,2021-11-20-17:25:32.9364306-05:00
467,∞,2021-11-20-17:25:32.9364324-05:00
1484,∞,2021-11-20-17:25:32.9364341-05:00
1464,∞,2021-11-20-17:25:32.9364358-05:00
791,∞,2021-11-20-17:25:32.9364375-05:00
217,∞,2021-11-20-17:25:32.9364393-05:00
1937,∞,2021-11-20-17:25:32.9364415-05:00
1825,∞,2021-11-20-17:25:32.9364432-05:00
1765,∞,2021-11-20-17:25:32.9364449-05:00
1185,∞,2021-11-20-17:25:32.9364466-05:00
651,∞,2021-11-20-17:25:32.9364483-05:00
614,∞,2021-11-20-17:25:32.9364500-05:00
217,∞,2021-11-20-17:25:32.9364608-05:00
1843,∞,2021-11-20-17:25:32.9364635-05:00
1658,∞,2021-11-20-17:25:32.9364655-05:00
1676,∞,2021-11-20-17:25:32.9364672-05:00
362,∞,2021-11-20-17:25:32.9364689-05:00
785,∞,2021-11-20-17:25:32.9364707-05:00
50,∞,2021-11-20-17:25:32.9364724-05:00
1148,∞,2021-11-20-17:25:32.9364741-05:00
1915,∞,2021-11-20-17:25:32.9364758-05:00
1948,∞,2021-11-20-17:25:32.9364775-05:00
1330,∞,2021-11-20-17:25:32.9364793-05:00
1023,∞,2021-11-20-17:25:32.9364810-05:00
1821,∞,2021-11-20-17:25:32.9364828-05:00
446,∞,2021-11-20-17:25:32.9364845-05:00
1987,∞,2021-11-20-17:25:32.9364862-05:00
325,∞,2021-11-20-17:25:32.9364879-05:00
884,∞,2021-11-20-17:25:32.9364896-05:00
1847,∞,2021-11-20-17:25:32.9364914-05:00
666,∞,2021-11-20-17:25:32.9364931-05:00
165,∞,2021-11-20-17:25:32.9364948-05:00
1603,∞,2021-11-20-17:25:32.9364965-05:00
1149,∞,2021-11-20-17:25:32.9364982-05:00
437,∞,2021-11-20-17:25:32.9365000-05:00
447,∞,2021-11-20-17:25:32.9365017-05:00
1236,∞,2021-11-20-17:25:32.9365035-05:00
774,∞,2021-11-20-17:25:32.9365052-05:00
1483,∞,2021-11-20-17:25:32.9365070-05:00
805,∞,2021-11-20-17:25:32.9365087-05:00
1536,∞,2021-11-20-17:25:32.9365104-05:00
856,∞,2021-11-20-17:25:32.9365141-05:00
83,∞,2021-11-20-17:25:32.9365163-05:00
1022,∞,2021-11-20-17:25:32.9365181-05:00
102,∞,2021-11-20-17:25:32.9365199-05:00
1955,∞,2021-11-20-17:25:32.9365216-05:00
1309,∞,2021-11-20-17:25:32.9365279-05:00
1475,∞,2021-11-20-17:25:32.9365303-05:00
1059,∞,2021-11-20-17:25:32.9365321-05:00
407,∞,2021-11-20-17:25:32.9365339-05:00
1136,∞,2021-11-20-17:25:32.9365356-05:00
997,∞,2021-11-20-17:25:32.9365373-05:00
1790,∞,2021-11-20-17:25:32.9365391-05:00
1484,∞,2021-11-20-17:25:32.9365408-05:00
1113,∞,2021-11-20-17:25:32.9365425-05:00
