Start |2021-11-20-17:15:22.8121997-05:00
686,686,2021-11-20-17:15:22.8155564-05:00
1573,1079078,2021-11-20-17:15:22.8157745-05:00
1476,1592719128,2021-11-20-17:15:22.8157896-05:00
677,1078270849656,2021-11-20-17:15:22.8157932-05:00
201,216732440780856,2021-11-20-17:15:22.8157956-05:00
1381,∞,2021-11-20-17:15:22.8167622-05:00
617,∞,2021-11-20-17:15:22.8167642-05:00
396,∞,2021-11-20-17:15:22.8167658-05:00
9,∞,2021-11-20-17:15:22.8167673-05:00
455,∞,2021-11-20-17:15:22.8167688-05:00
1713,∞,2021-11-20-17:15:22.8167702-05:00
726,∞,2021-11-20-17:15:22.8167716-05:00
1397,∞,2021-11-20-17:15:22.8167730-05:00
154,∞,2021-11-20-17:15:22.8167745-05:00
334,∞,2021-11-20-17:15:22.8167759-05:00
1699,∞,2021-11-20-17:15:22.8167773-05:00
1125,∞,2021-11-20-17:15:22.8167787-05:00
946,∞,2021-11-20-17:15:22.8167801-05:00
138,∞,2021-11-20-17:15:22.8167815-05:00
168,∞,2021-11-20-17:15:22.8167829-05:00
1619,∞,2021-11-20-17:15:22.8167843-05:00
254,∞,2021-11-20-17:15:22.8167857-05:00
1843,∞,2021-11-20-17:15:22.8167871-05:00
1465,∞,2021-11-20-17:15:22.8167885-05:00
1273,∞,2021-11-20-17:15:22.8167899-05:00
585,∞,2021-11-20-17:15:22.8167913-05:00
342,∞,2021-11-20-17:15:22.8167927-05:00
1726,∞,2021-11-20-17:15:22.8167941-05:00
564,∞,2021-11-20-17:15:22.8167955-05:00
1549,∞,2021-11-20-17:15:22.8167969-05:00
646,∞,2021-11-20-17:15:22.8167983-05:00
582,∞,2021-11-20-17:15:22.8167997-05:00
1743,∞,2021-11-20-17:15:22.8168011-05:00
1579,∞,2021-11-20-17:15:22.8168025-05:00
1589,∞,2021-11-20-17:15:22.8168039-05:00
1532,∞,2021-11-20-17:15:22.8168053-05:00
837,∞,2021-11-20-17:15:22.8168067-05:00
1545,∞,2021-11-20-17:15:22.8168081-05:00
106,∞,2021-11-20-17:15:22.8168096-05:00
1483,∞,2021-11-20-17:15:22.8168165-05:00
270,∞,2021-11-20-17:15:22.8168185-05:00
919,∞,2021-11-20-17:15:22.8168201-05:00
1448,∞,2021-11-20-17:15:22.8168217-05:00
784,∞,2021-11-20-17:15:22.8168232-05:00
1760,∞,2021-11-20-17:15:22.8168246-05:00
758,∞,2021-11-20-17:15:22.8168262-05:00
1549,∞,2021-11-20-17:15:22.8168276-05:00
771,∞,2021-11-20-17:15:22.8168291-05:00
85,∞,2021-11-20-17:15:22.8168305-05:00
1317,∞,2021-11-20-17:15:22.8168320-05:00
89,∞,2021-11-20-17:15:22.8168335-05:00
1435,∞,2021-11-20-17:15:22.8168349-05:00
1665,∞,2021-11-20-17:15:22.8168364-05:00
1213,∞,2021-11-20-17:15:22.8168378-05:00
1632,∞,2021-11-20-17:15:22.8168394-05:00
332,∞,2021-11-20-17:15:22.8168407-05:00
550,∞,2021-11-20-17:15:22.8168421-05:00
1215,∞,2021-11-20-17:15:22.8168435-05:00
929,∞,2021-11-20-17:15:22.8168449-05:00
1332,∞,2021-11-20-17:15:22.8168463-05:00
1040,∞,2021-11-20-17:15:22.8168476-05:00
891,∞,2021-11-20-17:15:22.8168490-05:00
1832,∞,2021-11-20-17:15:22.8168504-05:00
460,∞,2021-11-20-17:15:22.8168517-05:00
1809,∞,2021-11-20-17:15:22.8168530-05:00
1131,∞,2021-11-20-17:15:22.8168544-05:00
983,∞,2021-11-20-17:15:22.8168557-05:00
1817,∞,2021-11-20-17:15:22.8168571-05:00
564,∞,2021-11-20-17:15:22.8168584-05:00
801,∞,2021-11-20-17:15:22.8168598-05:00
863,∞,2021-11-20-17:15:22.8168611-05:00
1580,∞,2021-11-20-17:15:22.8168625-05:00
841,∞,2021-11-20-17:15:22.8168638-05:00
655,∞,2021-11-20-17:15:22.8168656-05:00
1897,∞,2021-11-20-17:15:22.8168672-05:00
700,∞,2021-11-20-17:15:22.8168686-05:00
806,∞,2021-11-20-17:15:22.8168699-05:00
1059,∞,2021-11-20-17:15:22.8168713-05:00
1705,∞,2021-11-20-17:15:22.8168727-05:00
515,∞,2021-11-20-17:15:22.8168741-05:00
1035,∞,2021-11-20-17:15:22.8168754-05:00
1570,∞,2021-11-20-17:15:22.8168768-05:00
1641,∞,2021-11-20-17:15:22.8168781-05:00
1246,∞,2021-11-20-17:15:22.8168794-05:00
1461,∞,2021-11-20-17:15:22.8168807-05:00
1210,∞,2021-11-20-17:15:22.8168821-05:00
917,∞,2021-11-20-17:15:22.8168834-05:00
530,∞,2021-11-20-17:15:22.8168911-05:00
1946,∞,2021-11-20-17:15:22.8168934-05:00
1258,∞,2021-11-20-17:15:22.8168951-05:00
983,∞,2021-11-20-17:15:22.8168967-05:00
1621,∞,2021-11-20-17:15:22.8168983-05:00
616,∞,2021-11-20-17:15:22.8168999-05:00
773,∞,2021-11-20-17:15:22.8169015-05:00
443,∞,2021-11-20-17:15:22.8169029-05:00
1379,∞,2021-11-20-17:15:22.8169043-05:00
1086,∞,2021-11-20-17:15:22.8169121-05:00
989,∞,2021-11-20-17:15:22.8169142-05:00
975,∞,2021-11-20-17:15:22.8169159-05:00
630,∞,2021-11-20-17:15:22.8169173-05:00
1775,∞,2021-11-20-17:15:22.8169188-05:00
1732,∞,2021-11-20-17:15:22.8169202-05:00
207,∞,2021-11-20-17:15:22.8169216-05:00
1283,∞,2021-11-20-17:15:22.8169231-05:00
455,∞,2021-11-20-17:15:22.8169245-05:00
508,∞,2021-11-20-17:15:22.8169259-05:00
595,∞,2021-11-20-17:15:22.8169274-05:00
1011,∞,2021-11-20-17:15:22.8169288-05:00
1316,∞,2021-11-20-17:15:22.8169302-05:00
932,∞,2021-11-20-17:15:22.8169317-05:00
1526,∞,2021-11-20-17:15:22.8169331-05:00
1491,∞,2021-11-20-17:15:22.8169345-05:00
1510,∞,2021-11-20-17:15:22.8169359-05:00
415,∞,2021-11-20-17:15:22.8169373-05:00
298,∞,2021-11-20-17:15:22.8169387-05:00
1469,∞,2021-11-20-17:15:22.8169401-05:00
1249,∞,2021-11-20-17:15:22.8169415-05:00
586,∞,2021-11-20-17:15:22.8169429-05:00
999,∞,2021-11-20-17:15:22.8169444-05:00
599,∞,2021-11-20-17:15:22.8169458-05:00
215,∞,2021-11-20-17:15:22.8169472-05:00
453,∞,2021-11-20-17:15:22.8169486-05:00
1870,∞,2021-11-20-17:15:22.8169500-05:00
1306,∞,2021-11-20-17:15:22.8169514-05:00
1818,∞,2021-11-20-17:15:22.8169529-05:00
1241,∞,2021-11-20-17:15:22.8169544-05:00
965,∞,2021-11-20-17:15:22.8169558-05:00
69,∞,2021-11-20-17:15:22.8169572-05:00
212,∞,2021-11-20-17:15:22.8169586-05:00
519,∞,2021-11-20-17:15:22.8169600-05:00
1614,∞,2021-11-20-17:15:22.8169660-05:00
1816,∞,2021-11-20-17:15:22.8169681-05:00
84,∞,2021-11-20-17:15:22.8169697-05:00
1076,∞,2021-11-20-17:15:22.8169712-05:00
740,∞,2021-11-20-17:15:22.8169726-05:00
1303,∞,2021-11-20-17:15:22.8169741-05:00
1364,∞,2021-11-20-17:15:22.8169755-05:00
358,∞,2021-11-20-17:15:22.8169769-05:00
792,∞,2021-11-20-17:15:22.8169784-05:00
953,∞,2021-11-20-17:15:22.8169798-05:00
616,∞,2021-11-20-17:15:22.8169812-05:00
1905,∞,2021-11-20-17:15:22.8169828-05:00
1214,∞,2021-11-20-17:15:22.8169842-05:00
1015,∞,2021-11-20-17:15:22.8169856-05:00
1731,∞,2021-11-20-17:15:22.8169871-05:00
1491,∞,2021-11-20-17:15:22.8169885-05:00
112,∞,2021-11-20-17:15:22.8169899-05:00
202,∞,2021-11-20-17:15:22.8169914-05:00
475,∞,2021-11-20-17:15:22.8169928-05:00
973,∞,2021-11-20-17:15:22.8169942-05:00
130,∞,2021-11-20-17:15:22.8169957-05:00
500,∞,2021-11-20-17:15:22.8169971-05:00
1990,∞,2021-11-20-17:15:22.8169985-05:00
376,∞,2021-11-20-17:15:22.8170000-05:00
415,∞,2021-11-20-17:15:22.8170015-05:00
1322,∞,2021-11-20-17:15:22.8170029-05:00
1861,∞,2021-11-20-17:15:22.8170044-05:00
900,∞,2021-11-20-17:15:22.8170058-05:00
1465,∞,2021-11-20-17:15:22.8170072-05:00
1213,∞,2021-11-20-17:15:22.8170087-05:00
1543,∞,2021-11-20-17:15:22.8170101-05:00
526,∞,2021-11-20-17:15:22.8170115-05:00
799,∞,2021-11-20-17:15:22.8170129-05:00
797,∞,2021-11-20-17:15:22.8170143-05:00
1318,∞,2021-11-20-17:15:22.8170200-05:00
1709,∞,2021-11-20-17:15:22.8170220-05:00
1408,∞,2021-11-20-17:15:22.8170236-05:00
434,∞,2021-11-20-17:15:22.8170251-05:00
1674,∞,2021-11-20-17:15:22.8170265-05:00
995,∞,2021-11-20-17:15:22.8170296-05:00
106,∞,2021-11-20-17:15:22.8170315-05:00
891,∞,2021-11-20-17:15:22.8170330-05:00
1794,∞,2021-11-20-17:15:22.8170345-05:00
46,∞,2021-11-20-17:15:22.8170360-05:00
1983,∞,2021-11-20-17:15:22.8170374-05:00
309,∞,2021-11-20-17:15:22.8170388-05:00
1239,∞,2021-11-20-17:15:22.8170403-05:00
856,∞,2021-11-20-17:15:22.8170417-05:00
1574,∞,2021-11-20-17:15:22.8170432-05:00
327,∞,2021-11-20-17:15:22.8170446-05:00
1130,∞,2021-11-20-17:15:22.8170460-05:00
764,∞,2021-11-20-17:15:22.8170475-05:00
1593,∞,2021-11-20-17:15:22.8170489-05:00
1238,∞,2021-11-20-17:15:22.8170504-05:00
389,∞,2021-11-20-17:15:22.8170518-05:00
1114,∞,2021-11-20-17:15:22.8170533-05:00
1826,∞,2021-11-20-17:15:22.8170547-05:00
1707,∞,2021-11-20-17:15:22.8170561-05:00
661,∞,2021-11-20-17:15:22.8170576-05:00
1418,∞,2021-11-20-17:15:22.8170590-05:00
1441,∞,2021-11-20-17:15:22.8170605-05:00
464,∞,2021-11-20-17:15:22.8170619-05:00
893,∞,2021-11-20-17:15:22.8170634-05:00
1578,∞,2021-11-20-17:15:22.8170648-05:00
1409,∞,2021-11-20-17:15:22.8170662-05:00
90,∞,2021-11-20-17:15:22.8170677-05:00
1106,∞,2021-11-20-17:15:22.8170691-05:00
417,∞,2021-11-20-17:15:22.8170706-05:00
1696,∞,2021-11-20-17:15:22.8170764-05:00
23,∞,2021-11-20-17:15:22.8170784-05:00
84,∞,2021-11-20-17:15:22.8170800-05:00
1677,∞,2021-11-20-17:15:22.8170814-05:00
527,∞,2021-11-20-17:15:22.8170829-05:00
1480,∞,2021-11-20-17:15:22.8170843-05:00
867,∞,2021-11-20-17:15:22.8170858-05:00
1238,∞,2021-11-20-17:15:22.8170872-05:00
706,∞,2021-11-20-17:15:22.8170886-05:00
1944,∞,2021-11-20-17:15:22.8170900-05:00
393,∞,2021-11-20-17:15:22.8170914-05:00
106,∞,2021-11-20-17:15:22.8170929-05:00
83,∞,2021-11-20-17:15:22.8170943-05:00
1006,∞,2021-11-20-17:15:22.8170957-05:00
1325,∞,2021-11-20-17:15:22.8170971-05:00
1138,∞,2021-11-20-17:15:22.8170985-05:00
84,∞,2021-11-20-17:15:22.8171000-05:00
779,∞,2021-11-20-17:15:22.8171014-05:00
933,∞,2021-11-20-17:15:22.8171028-05:00
1561,∞,2021-11-20-17:15:22.8171042-05:00
409,∞,2021-11-20-17:15:22.8171073-05:00
204,∞,2021-11-20-17:15:22.8171092-05:00
1883,∞,2021-11-20-17:15:22.8171108-05:00
1700,∞,2021-11-20-17:15:22.8171122-05:00
1773,∞,2021-11-20-17:15:22.8171137-05:00
257,∞,2021-11-20-17:15:22.8171151-05:00
1553,∞,2021-11-20-17:15:22.8171166-05:00
1642,∞,2021-11-20-17:15:22.8171180-05:00
1998,∞,2021-11-20-17:15:22.8171195-05:00
217,∞,2021-11-20-17:15:22.8171209-05:00
637,∞,2021-11-20-17:15:22.8171224-05:00
1894,∞,2021-11-20-17:15:22.8171238-05:00
1203,∞,2021-11-20-17:15:22.8171253-05:00
823,∞,2021-11-20-17:15:22.8171267-05:00
1159,∞,2021-11-20-17:15:22.8171324-05:00
1552,∞,2021-11-20-17:15:22.8171343-05:00
244,∞,2021-11-20-17:15:22.8171359-05:00
1452,∞,2021-11-20-17:15:22.8171374-05:00
237,∞,2021-11-20-17:15:22.8171388-05:00
113,∞,2021-11-20-17:15:22.8171403-05:00
372,∞,2021-11-20-17:15:22.8171418-05:00
1150,∞,2021-11-20-17:15:22.8171432-05:00
409,∞,2021-11-20-17:15:22.8171447-05:00
1881,∞,2021-11-20-17:15:22.8171462-05:00
1315,∞,2021-11-20-17:15:22.8171476-05:00
555,∞,2021-11-20-17:15:22.8171491-05:00
1335,∞,2021-11-20-17:15:22.8171505-05:00
436,∞,2021-11-20-17:15:22.8171520-05:00
1138,∞,2021-11-20-17:15:22.8171535-05:00
1754,∞,2021-11-20-17:15:22.8171549-05:00
1494,∞,2021-11-20-17:15:22.8171564-05:00
631,∞,2021-11-20-17:15:22.8171578-05:00
1156,∞,2021-11-20-17:15:22.8171593-05:00
1545,∞,2021-11-20-17:15:22.8171608-05:00
9,∞,2021-11-20-17:15:22.8171622-05:00
1492,∞,2021-11-20-17:15:22.8171637-05:00
140,∞,2021-11-20-17:15:22.8171652-05:00
384,∞,2021-11-20-17:15:22.8171666-05:00
1904,∞,2021-11-20-17:15:22.8171681-05:00
271,∞,2021-11-20-17:15:22.8171695-05:00
1927,∞,2021-11-20-17:15:22.8171710-05:00
1224,∞,2021-11-20-17:15:22.8171725-05:00
1240,∞,2021-11-20-17:15:22.8171739-05:00
489,∞,2021-11-20-17:15:22.8171754-05:00
1308,∞,2021-11-20-17:15:22.8171768-05:00
498,∞,2021-11-20-17:15:22.8171783-05:00
903,∞,2021-11-20-17:15:22.8171798-05:00
1260,∞,2021-11-20-17:15:22.8171812-05:00
1846,∞,2021-11-20-17:15:22.8171858-05:00
1773,∞,2021-11-20-17:15:22.8171878-05:00
895,∞,2021-11-20-17:15:22.8171894-05:00
632,∞,2021-11-20-17:15:22.8171910-05:00
542,∞,2021-11-20-17:15:22.8171926-05:00
820,∞,2021-11-20-17:15:22.8171941-05:00
1189,∞,2021-11-20-17:15:22.8171956-05:00
1258,∞,2021-11-20-17:15:22.8171971-05:00
1795,∞,2021-11-20-17:15:22.8171986-05:00
2,∞,2021-11-20-17:15:22.8172001-05:00
385,∞,2021-11-20-17:15:22.8172017-05:00
1218,∞,2021-11-20-17:15:22.8172032-05:00
922,∞,2021-11-20-17:15:22.8172047-05:00
1118,∞,2021-11-20-17:15:22.8172062-05:00
505,∞,2021-11-20-17:15:22.8172077-05:00
244,∞,2021-11-20-17:15:22.8172092-05:00
723,∞,2021-11-20-17:15:22.8172107-05:00
6,∞,2021-11-20-17:15:22.8172121-05:00
738,∞,2021-11-20-17:15:22.8172135-05:00
1657,∞,2021-11-20-17:15:22.8172150-05:00
814,∞,2021-11-20-17:15:22.8172164-05:00
1666,∞,2021-11-20-17:15:22.8172178-05:00
1413,∞,2021-11-20-17:15:22.8172191-05:00
1860,∞,2021-11-20-17:15:22.8172205-05:00
1548,∞,2021-11-20-17:15:22.8172298-05:00
1966,∞,2021-11-20-17:15:22.8172322-05:00
186,∞,2021-11-20-17:15:22.8172339-05:00
1147,∞,2021-11-20-17:15:22.8172355-05:00
1910,∞,2021-11-20-17:15:22.8172371-05:00
1920,∞,2021-11-20-17:15:22.8172387-05:00
574,∞,2021-11-20-17:15:22.8172419-05:00
818,∞,2021-11-20-17:15:22.8172438-05:00
1652,∞,2021-11-20-17:15:22.8172454-05:00
75,∞,2021-11-20-17:15:22.8172469-05:00
589,∞,2021-11-20-17:15:22.8172483-05:00
1364,∞,2021-11-20-17:15:22.8172498-05:00
860,∞,2021-11-20-17:15:22.8172512-05:00
863,∞,2021-11-20-17:15:22.8172527-05:00
89,∞,2021-11-20-17:15:22.8172541-05:00
336,∞,2021-11-20-17:15:22.8172555-05:00
356,∞,2021-11-20-17:15:22.8172569-05:00
750,∞,2021-11-20-17:15:22.8172582-05:00
1697,∞,2021-11-20-17:15:22.8172596-05:00
138,∞,2021-11-20-17:15:22.8172610-05:00
1998,∞,2021-11-20-17:15:22.8172624-05:00
686,∞,2021-11-20-17:15:22.8172638-05:00
1348,∞,2021-11-20-17:15:22.8172652-05:00
810,∞,2021-11-20-17:15:22.8172666-05:00
720,∞,2021-11-20-17:15:22.8172680-05:00
996,∞,2021-11-20-17:15:22.8172693-05:00
1765,∞,2021-11-20-17:15:22.8172707-05:00
1302,∞,2021-11-20-17:15:22.8172722-05:00
1759,∞,2021-11-20-17:15:22.8172736-05:00
1245,∞,2021-11-20-17:15:22.8172750-05:00
446,∞,2021-11-20-17:15:22.8172764-05:00
180,∞,2021-11-20-17:15:22.8172778-05:00
361,∞,2021-11-20-17:15:22.8172792-05:00
1035,∞,2021-11-20-17:15:22.8172806-05:00
1083,∞,2021-11-20-17:15:22.8172887-05:00
575,∞,2021-11-20-17:15:22.8172909-05:00
635,∞,2021-11-20-17:15:22.8172925-05:00
43,∞,2021-11-20-17:15:22.8172941-05:00
1348,∞,2021-11-20-17:15:22.8172955-05:00
1875,∞,2021-11-20-17:15:22.8172970-05:00
1428,∞,2021-11-20-17:15:22.8172985-05:00
1567,∞,2021-11-20-17:15:22.8173000-05:00
1566,∞,2021-11-20-17:15:22.8173019-05:00
848,∞,2021-11-20-17:15:22.8173034-05:00
529,∞,2021-11-20-17:15:22.8173048-05:00
1140,∞,2021-11-20-17:15:22.8173063-05:00
1384,∞,2021-11-20-17:15:22.8173077-05:00
1860,∞,2021-11-20-17:15:22.8173091-05:00
1917,∞,2021-11-20-17:15:22.8173105-05:00
403,∞,2021-11-20-17:15:22.8173120-05:00
1301,∞,2021-11-20-17:15:22.8173134-05:00
65,∞,2021-11-20-17:15:22.8173148-05:00
1969,∞,2021-11-20-17:15:22.8173163-05:00
1275,∞,2021-11-20-17:15:22.8173177-05:00
1862,∞,2021-11-20-17:15:22.8173191-05:00
863,∞,2021-11-20-17:15:22.8173205-05:00
619,∞,2021-11-20-17:15:22.8173237-05:00
1376,∞,2021-11-20-17:15:22.8173256-05:00
427,∞,2021-11-20-17:15:22.8173271-05:00
914,∞,2021-11-20-17:15:22.8173288-05:00
155,∞,2021-11-20-17:15:22.8173303-05:00
1271,∞,2021-11-20-17:15:22.8173318-05:00
1058,∞,2021-11-20-17:15:22.8173333-05:00
407,∞,2021-11-20-17:15:22.8173348-05:00
1628,∞,2021-11-20-17:15:22.8173363-05:00
409,∞,2021-11-20-17:15:22.8173378-05:00
1004,∞,2021-11-20-17:15:22.8173393-05:00
1825,∞,2021-11-20-17:15:22.8173408-05:00
1779,∞,2021-11-20-17:15:22.8173471-05:00
1513,∞,2021-11-20-17:15:22.8173491-05:00
1701,∞,2021-11-20-17:15:22.8173506-05:00
314,∞,2021-11-20-17:15:22.8173521-05:00
1401,∞,2021-11-20-17:15:22.8173535-05:00
1821,∞,2021-11-20-17:15:22.8173549-05:00
710,∞,2021-11-20-17:15:22.8173563-05:00
431,∞,2021-11-20-17:15:22.8173577-05:00
1120,∞,2021-11-20-17:15:22.8173590-05:00
501,∞,2021-11-20-17:15:22.8173604-05:00
282,∞,2021-11-20-17:15:22.8173618-05:00
1580,∞,2021-11-20-17:15:22.8173631-05:00
1611,∞,2021-11-20-17:15:22.8173645-05:00
1905,∞,2021-11-20-17:15:22.8173659-05:00
1384,∞,2021-11-20-17:15:22.8173672-05:00
1357,∞,2021-11-20-17:15:22.8173686-05:00
1944,∞,2021-11-20-17:15:22.8173699-05:00
382,∞,2021-11-20-17:15:22.8173712-05:00
211,∞,2021-11-20-17:15:22.8173726-05:00
1086,∞,2021-11-20-17:15:22.8173739-05:00
1172,∞,2021-11-20-17:15:22.8173753-05:00
221,∞,2021-11-20-17:15:22.8173766-05:00
1956,∞,2021-11-20-17:15:22.8173780-05:00
1259,∞,2021-11-20-17:15:22.8173793-05:00
1615,∞,2021-11-20-17:15:22.8173807-05:00
435,∞,2021-11-20-17:15:22.8173820-05:00
1721,∞,2021-11-20-17:15:22.8173834-05:00
157,∞,2021-11-20-17:15:22.8173847-05:00
509,∞,2021-11-20-17:15:22.8173861-05:00
1159,∞,2021-11-20-17:15:22.8173874-05:00
1220,∞,2021-11-20-17:15:22.8173888-05:00
120,∞,2021-11-20-17:15:22.8173901-05:00
137,∞,2021-11-20-17:15:22.8173914-05:00
1559,∞,2021-11-20-17:15:22.8173928-05:00
82,∞,2021-11-20-17:15:22.8173984-05:00
405,∞,2021-11-20-17:15:22.8174004-05:00
701,∞,2021-11-20-17:15:22.8174019-05:00
988,∞,2021-11-20-17:15:22.8174050-05:00
664,∞,2021-11-20-17:15:22.8174070-05:00
148,∞,2021-11-20-17:15:22.8174086-05:00
565,∞,2021-11-20-17:15:22.8174101-05:00
1431,∞,2021-11-20-17:15:22.8174116-05:00
1742,∞,2021-11-20-17:15:22.8174130-05:00
118,∞,2021-11-20-17:15:22.8174145-05:00
1094,∞,2021-11-20-17:15:22.8174159-05:00
847,∞,2021-11-20-17:15:22.8174174-05:00
1302,∞,2021-11-20-17:15:22.8174188-05:00
250,∞,2021-11-20-17:15:22.8174203-05:00
1886,∞,2021-11-20-17:15:22.8174217-05:00
1701,∞,2021-11-20-17:15:22.8174232-05:00
463,∞,2021-11-20-17:15:22.8174246-05:00
1247,∞,2021-11-20-17:15:22.8174261-05:00
199,∞,2021-11-20-17:15:22.8174276-05:00
1918,∞,2021-11-20-17:15:22.8174290-05:00
653,∞,2021-11-20-17:15:22.8174304-05:00
1558,∞,2021-11-20-17:15:22.8174321-05:00
1556,∞,2021-11-20-17:15:22.8174335-05:00
442,∞,2021-11-20-17:15:22.8174349-05:00
698,∞,2021-11-20-17:15:22.8174363-05:00
967,∞,2021-11-20-17:15:22.8174377-05:00
101,∞,2021-11-20-17:15:22.8174391-05:00
554,∞,2021-11-20-17:15:22.8174405-05:00
1921,∞,2021-11-20-17:15:22.8174419-05:00
1960,∞,2021-11-20-17:15:22.8174433-05:00
1281,∞,2021-11-20-17:15:22.8174447-05:00
163,∞,2021-11-20-17:15:22.8174461-05:00
1443,∞,2021-11-20-17:15:22.8174475-05:00
53,∞,2021-11-20-17:15:22.8174489-05:00
1824,∞,2021-11-20-17:15:22.8174545-05:00
980,∞,2021-11-20-17:15:22.8174565-05:00
656,∞,2021-11-20-17:15:22.8174580-05:00
956,∞,2021-11-20-17:15:22.8174595-05:00
1717,∞,2021-11-20-17:15:22.8174609-05:00
64,∞,2021-11-20-17:15:22.8174624-05:00
521,∞,2021-11-20-17:15:22.8174638-05:00
1741,∞,2021-11-20-17:15:22.8174652-05:00
478,∞,2021-11-20-17:15:22.8174666-05:00
1838,∞,2021-11-20-17:15:22.8174680-05:00
165,∞,2021-11-20-17:15:22.8174693-05:00
768,∞,2021-11-20-17:15:22.8174707-05:00
1132,∞,2021-11-20-17:15:22.8174721-05:00
1472,∞,2021-11-20-17:15:22.8174734-05:00
270,∞,2021-11-20-17:15:22.8174748-05:00
808,∞,2021-11-20-17:15:22.8174762-05:00
697,∞,2021-11-20-17:15:22.8174776-05:00
1972,∞,2021-11-20-17:15:22.8174789-05:00
1920,∞,2021-11-20-17:15:22.8174803-05:00
219,∞,2021-11-20-17:15:22.8174817-05:00
906,∞,2021-11-20-17:15:22.8174830-05:00
523,∞,2021-11-20-17:15:22.8174844-05:00
848,∞,2021-11-20-17:15:22.8174858-05:00
260,∞,2021-11-20-17:15:22.8174871-05:00
290,∞,2021-11-20-17:15:22.8174885-05:00
1697,∞,2021-11-20-17:15:22.8174899-05:00
47,∞,2021-11-20-17:15:22.8174912-05:00
12,∞,2021-11-20-17:15:22.8174926-05:00
1510,∞,2021-11-20-17:15:22.8174940-05:00
1782,∞,2021-11-20-17:15:22.8174954-05:00
837,∞,2021-11-20-17:15:22.8174967-05:00
932,∞,2021-11-20-17:15:22.8174981-05:00
1403,∞,2021-11-20-17:15:22.8174995-05:00
1250,∞,2021-11-20-17:15:22.8175009-05:00
426,∞,2021-11-20-17:15:22.8175066-05:00
907,∞,2021-11-20-17:15:22.8175086-05:00
1046,∞,2021-11-20-17:15:22.8175101-05:00
1506,∞,2021-11-20-17:15:22.8175116-05:00
1529,∞,2021-11-20-17:15:22.8175130-05:00
135,∞,2021-11-20-17:15:22.8175144-05:00
1397,∞,2021-11-20-17:15:22.8175158-05:00
912,∞,2021-11-20-17:15:22.8175171-05:00
1080,∞,2021-11-20-17:15:22.8175185-05:00
1717,∞,2021-11-20-17:15:22.8175199-05:00
277,∞,2021-11-20-17:15:22.8175213-05:00
1930,∞,2021-11-20-17:15:22.8175227-05:00
1834,∞,2021-11-20-17:15:22.8175240-05:00
629,∞,2021-11-20-17:15:22.8175254-05:00
284,∞,2021-11-20-17:15:22.8175268-05:00
1114,∞,2021-11-20-17:15:22.8175282-05:00
1263,∞,2021-11-20-17:15:22.8175295-05:00
1308,∞,2021-11-20-17:15:22.8175310-05:00
242,∞,2021-11-20-17:15:22.8175324-05:00
1225,∞,2021-11-20-17:15:22.8175337-05:00
1146,∞,2021-11-20-17:15:22.8175351-05:00
1301,∞,2021-11-20-17:15:22.8175365-05:00
133,∞,2021-11-20-17:15:22.8175378-05:00
397,∞,2021-11-20-17:15:22.8175473-05:00
667,∞,2021-11-20-17:15:22.8175496-05:00
21,∞,2021-11-20-17:15:22.8175513-05:00
17,∞,2021-11-20-17:15:22.8175529-05:00
509,∞,2021-11-20-17:15:22.8175545-05:00
231,∞,2021-11-20-17:15:22.8175561-05:00
696,∞,2021-11-20-17:15:22.8175576-05:00
1002,∞,2021-11-20-17:15:22.8175592-05:00
1233,∞,2021-11-20-17:15:22.8175608-05:00
1365,∞,2021-11-20-17:15:22.8175624-05:00
1882,∞,2021-11-20-17:15:22.8175639-05:00
1046,∞,2021-11-20-17:15:22.8175655-05:00
1363,∞,2021-11-20-17:15:22.8175671-05:00
1762,∞,2021-11-20-17:15:22.8175686-05:00
1191,∞,2021-11-20-17:15:22.8175702-05:00
444,∞,2021-11-20-17:15:22.8175718-05:00
1786,∞,2021-11-20-17:15:22.8175734-05:00
821,∞,2021-11-20-17:15:22.8175749-05:00
1994,∞,2021-11-20-17:15:22.8175765-05:00
1442,∞,2021-11-20-17:15:22.8175781-05:00
1130,∞,2021-11-20-17:15:22.8175796-05:00
1982,∞,2021-11-20-17:15:22.8175812-05:00
360,∞,2021-11-20-17:15:22.8175828-05:00
1862,∞,2021-11-20-17:15:22.8175844-05:00
1418,∞,2021-11-20-17:15:22.8175859-05:00
1728,∞,2021-11-20-17:15:22.8175875-05:00
397,∞,2021-11-20-17:15:22.8175891-05:00
519,∞,2021-11-20-17:15:22.8175907-05:00
1529,∞,2021-11-20-17:15:22.8175923-05:00
691,∞,2021-11-20-17:15:22.8175938-05:00
179,∞,2021-11-20-17:15:22.8175954-05:00
104,∞,2021-11-20-17:15:22.8175970-05:00
1124,∞,2021-11-20-17:15:22.8175986-05:00
774,∞,2021-11-20-17:15:22.8176002-05:00
650,∞,2021-11-20-17:15:22.8176060-05:00
839,∞,2021-11-20-17:15:22.8176081-05:00
1509,∞,2021-11-20-17:15:22.8176097-05:00
119,∞,2021-11-20-17:15:22.8176112-05:00
888,∞,2021-11-20-17:15:22.8176128-05:00
681,∞,2021-11-20-17:15:22.8176143-05:00
385,∞,2021-11-20-17:15:22.8176158-05:00
716,∞,2021-11-20-17:15:22.8176172-05:00
1044,∞,2021-11-20-17:15:22.8176203-05:00
566,∞,2021-11-20-17:15:22.8176222-05:00
